reaction_id,source,n_atoms_max,n_heavy_atoms,atomic_numbers,n_snapshots,frame_index_first,frame_index_last,ts_frame_idx,ts_position_in_sorted,energy_R,energy_TS,energy_P,activation_energy,ea_relative_to_P,total_charge,formula,source_db_idx,short_traj,interior_ts
T1x_C4H7NO_rxn03542,T1x,13,6,[7 6 6 6 6 8 1 1 1 1 1 1 1],498,0,497,7,7,-1442.7426837204177,-1438.0443550441637,-1438.8253843674813,4.69832867625405,0.7810293233176253,0.0,C4H7NO,2,False,True
T1x_C4H7NO_rxn03588,T1x,13,6,[6 6 8 6 6 7 1 1 1 1 1 1 1],626,0,625,4,4,-1441.8213705126416,-1438.2712216468794,-1440.4236613726976,3.5501488657621394,2.1524397258181125,0.0,C4H7NO,2,False,True
T1x_C4H7NO_rxn03640,T1x,13,6,[6 6 7 6 6 8 1 1 1 1 1 1 1],1450,0,1449,5,5,-1442.6522657971143,-1438.247003952836,-1440.6457855681726,4.405261844278357,2.398781615336702,0.0,C4H7NO,2,False,True
T1x_C4H7NO_rxn03649,T1x,13,6,[8 6 6 6 6 7 1 1 1 1 1 1 1],842,0,841,5,5,-1442.3469774860807,-1438.1747180412574,-1441.1141099192332,4.172259444823339,2.9393918779758224,0.0,C4H7NO,2,False,True
T1x_C4H7NO_rxn03849,T1x,13,6,[8 6 6 6 7 6 1 1 1 1 1 1 1],1386,0,1385,4,4,-1440.794162584775,-1430.839552850751,-1438.1895897549434,9.954609734023961,7.350036904192393,0.0,C4H7NO,2,False,True
T1x_C4H7NO_rxn03877,T1x,13,6,[6 7 6 6 6 8 1 1 1 1 1 1 1],2898,0,2897,5,5,-1441.2172799856905,-1430.368112041337,-1438.6217724752048,10.84916794435344,8.253660433867708,0.0,C4H7NO,2,False,True
T1x_C4H7NO2_rxn03883,T1x,14,7,[6 7 6 6 8 6 8 1 1 1 1 1 1 1],458,0,457,5,5,-1878.9279798891716,-1874.186086280337,-1878.332935051055,4.741893608834744,4.146848770718179,0.0,C4H7NO2,2,False,True
T1x_C4H7NO2_rxn03938,T1x,14,7,[6 6 6 8 6 8 7 1 1 1 1 1 1 1],1906,0,1905,7,7,-1880.1482726137397,-1869.5913760104793,-1878.5695228020245,10.556896603260384,8.978146791545214,0.0,C4H7NO2,2,False,True
T1x_C4H7NO2_rxn04015,T1x,14,7,[6 6 7 8 6 6 8 1 1 1 1 1 1 1],2818,0,2817,5,5,-1879.2211051219524,-1875.822675386299,-1878.455268237281,3.398429735653508,2.632592850982064,0.0,C4H7NO2,3,False,True
T1x_C4H7NO2_rxn04055,T1x,14,7,[6 7 6 6 8 6 8 1 1 1 1 1 1 1],1114,0,1113,4,4,-1878.9279798897157,-1875.2769155469532,-1877.2892797002896,3.651064342762538,2.0123641533364207,0.0,C4H7NO2,3,False,True
T1x_C4H8N2_rxn04135,T1x,14,6,[6 6 6 7 6 7 1 1 1 1 1 1 1 1],346,0,345,5,5,-1293.0786735179415,-1287.9673992875119,-1291.481696522842,5.111274230429672,3.5142972353301047,0.0,C4H8N2,3,False,True
T1x_C4H8N2_rxn04140,T1x,14,6,[6 7 6 6 6 7 1 1 1 1 1 1 1 1],762,0,761,5,5,-1291.1751162739495,-1284.84997636672,-1288.6452842382064,6.325139907229413,3.7953078714863295,0.0,C4H8N2,3,False,True
T1x_C4H8O_rxn04240,T1x,13,5,[6 6 6 6 8 1 1 1 1 1 1 1 1],1954,0,1953,5,5,-1187.5306071376353,-1181.7125334501352,-1186.0317292069594,5.818073687500146,4.319195756824229,0.0,C4H8O,3,False,True
T1x_C4H8O_rxn04248,T1x,13,5,[6 6 8 6 6 1 1 1 1 1 1 1 1],834,0,833,6,6,-1187.4923486306395,-1183.339457250152,-1187.0897735865124,4.152891380487517,3.750316336360356,0.0,C4H8O,3,False,True
T1x_C4H8O_rxn04255,T1x,13,5,[8 6 6 6 6 1 1 1 1 1 1 1 1],738,0,737,4,4,-1187.4845831365358,-1182.0620241359773,-1186.3713658278389,5.422559000558522,4.3093416918616185,0.0,C4H8O,3,False,True
T1x_C4H8O_rxn04257,T1x,13,5,[8 6 6 6 6 1 1 1 1 1 1 1 1],1778,0,1777,5,5,-1187.4845831365358,-1182.7805563233392,-1186.60971364157,4.704026813196606,3.8291573182307275,0.0,C4H8O,3,False,True
T1x_C4H8O_rxn04258,T1x,13,5,[8 6 6 6 6 1 1 1 1 1 1 1 1],434,0,433,5,5,-1187.4845831365358,-1184.000362272076,-1187.268180656288,3.4842208644597576,3.267818384211978,0.0,C4H8O,3,False,True
T1x_C4H8O_rxn04267,T1x,13,5,[6 6 6 6 8 1 1 1 1 1 1 1 1],906,0,905,7,7,-1188.3057483530797,-1178.9033300359674,-1184.8437847177313,9.402418317112279,5.9404546817638675,0.0,C4H8O,3,False,True
T1x_C4H8O_rxn04271,T1x,13,5,[8 6 6 6 6 1 1 1 1 1 1 1 1],1002,0,1001,5,5,-1187.6559188651954,-1182.5890981810076,-1184.1599142583473,5.06682068418786,1.570816077339714,0.0,C4H8O,3,False,True
T1x_C4H8O_rxn04290,T1x,13,5,[6 6 8 6 6 1 1 1 1 1 1 1 1],706,0,705,5,5,-1187.610548760804,-1181.709170116564,-1183.4124709539237,5.901378644239912,1.7033008373596203,0.0,C4H8O,3,False,True
T1x_C4H8O_rxn04296,T1x,13,5,[6 6 6 6 8 1 1 1 1 1 1 1 1],330,0,329,5,5,-1187.491782769976,-1183.6463459299823,-1185.6751464033737,3.845436839993681,2.0288004733913567,0.0,C4H8O,3,False,True
T1x_C4H8O_rxn04300,T1x,13,5,[6 6 6 6 8 1 1 1 1 1 1 1 1],250,0,249,5,5,-1187.3245955326552,-1183.9887788925105,-1184.3311130350673,3.335816640144685,0.3423341425568651,0.0,C4H8O,3,False,True
T1x_C4H8O_rxn04305,T1x,13,5,[6 6 6 6 8 1 1 1 1 1 1 1 1],314,0,313,5,5,-1187.3245955437574,-1183.9877395812953,-1184.3805839068157,3.3368559624620957,0.39284432552040016,0.0,C4H8O,3,False,True
T1x_C4H8O2_rxn04391,T1x,14,6,[6 6 8 6 6 8 1 1 1 1 1 1 1 1],386,0,385,5,5,-1624.208932686736,-1617.7792239840514,-1621.7003783402222,6.429708702684593,3.921154356170746,0.0,C4H8O2,3,False,True
T1x_C4H8O2_rxn04401,T1x,14,6,[8 6 6 6 6 8 1 1 1 1 1 1 1 1],1962,0,1961,7,7,-1624.542733908469,-1618.1899499505037,-1620.744553727974,6.352783957965357,2.5546037774704473,0.0,C4H8O2,3,False,True
T1x_C4H8O2_rxn04422,T1x,14,6,[6 6 8 6 6 8 1 1 1 1 1 1 1 1],1338,0,1337,6,6,-1624.18227006272,-1620.6474447654773,-1624.196067203316,3.5348252972426053,3.5486224378387305,0.0,C4H8O2,3,False,True
T1x_C4H8O2_rxn04495,T1x,14,6,[6 6 8 6 6 8 1 1 1 1 1 1 1 1],2778,0,2777,334,334,-1624.36981998353,-1619.740638432906,-1623.1743848916058,4.6291815506240255,3.4337464586997157,0.0,C4H8O2,3,False,True
T1x_C4H8O2_rxn04559,T1x,14,6,[6 6 8 6 6 8 1 1 1 1 1 1 1 1],410,0,409,5,5,-1624.9650628552565,-1619.1980591205777,-1621.4449387659988,5.767003734678838,2.2468796454211315,0.0,C4H8O2,3,False,True
T1x_C4H8O2_rxn04568,T1x,14,6,[6 8 6 6 8 6 1 1 1 1 1 1 1 1],418,0,417,5,5,-1623.685967484586,-1620.2136507645712,-1623.2536603185197,3.47231672001476,3.0400095539484937,0.0,C4H8O2,3,False,True
T1x_C4H8O2_rxn04663,T1x,14,6,[6 6 6 8 6 8 1 1 1 1 1 1 1 1],1682,0,1681,4,4,-1624.2185659668937,-1617.1890395594328,-1623.8021285959346,7.029526407460935,6.613089036501833,0.0,C4H8O2,3,False,True
T1x_C4H9N_rxn04730,T1x,14,5,[6 6 7 6 6 1 1 1 1 1 1 1 1 1],258,0,257,5,5,-1037.7049241226862,-1034.5695677739122,-1035.3556813026632,3.1353563487739393,0.7861135287510024,0.0,C4H9N,3,False,True
T1x_C4H9N_rxn04732,T1x,14,5,[6 6 6 7 6 1 1 1 1 1 1 1 1 1],2218,0,2217,3,3,-1037.7763267790967,-1033.0235435060981,-1034.2365062075842,4.752783272998613,1.212962701486049,0.0,C4H9N,3,False,True
T1x_C4H9N_rxn04736,T1x,14,5,[6 6 6 7 6 1 1 1 1 1 1 1 1 1],2346,0,2345,45,45,-1037.7763267790967,-1027.7278610754188,-1034.8519470940225,10.048465703677948,7.124086018603748,0.0,C4H9N,3,False,True
T1x_C4H9NO_rxn04775,T1x,15,6,[6 6 8 6 6 7 1 1 1 1 1 1 1 1 1],1450,0,1449,6,6,-1474.9165831518358,-1471.4533812818495,-1474.7529195502523,3.4632018699862783,3.2995382684027845,0.0,C4H9NO,3,False,True
T1x_C4H9NO_rxn04869,T1x,15,6,[6 6 6 6 8 7 1 1 1 1 1 1 1 1 1],1514,0,1513,5,5,-1476.761759898052,-1471.388288965205,-1475.0698970790743,5.373470932847113,3.681608113869288,0.0,C4H9NO,3,False,True
T1x_C4H9NO2_rxn04905,T1x,16,7,[6 7 6 8 6 6 8 1 1 1 1 1 1 1 1 1],1930,0,1929,6,6,-1912.1785182726671,-1909.3214295922826,-1912.7330112264046,2.8570886803845497,3.411581634122058,0.0,C4H9NO2,3,False,True
T1x_C5H10_rxn04991,T1x,15,5,[6 6 6 6 6 1 1 1 1 1 1 1 1 1 1],482,0,481,5,5,-938.8506391044347,-933.0459721592584,-937.3033827970089,5.804666945176223,4.257410637750468,0.0,C5H10,3,False,True
T1x_C5H10_rxn04994,T1x,15,5,[6 6 6 6 6 1 1 1 1 1 1 1 1 1 1],274,0,273,5,5,-938.7687601814409,-935.5742609152027,-935.8297211271671,3.1944992662382674,0.2554602119644187,0.0,C5H10,3,False,True
T1x_C5H10N2_rxn05000,T1x,17,7,[6 6 7 6 6 6 7 1 1 1 1 1 1 1 1 1 1],1170,0,1169,6,6,-1479.079886732664,-1474.3129520759126,-1478.2095816231808,4.766934656751346,3.896629547268276,0.0,C5H10N2,3,False,True
T1x_C5H10N2_rxn05003,T1x,17,7,[6 6 7 6 6 6 7 1 1 1 1 1 1 1 1 1 1],274,0,273,5,5,-1479.079886732664,-1475.8873153627032,-1476.6741094874033,3.1925713699606604,0.786794124700009,0.0,C5H10N2,3,False,True
T1x_C5H10O_rxn05043,T1x,16,6,[6 8 6 6 6 6 1 1 1 1 1 1 1 1 1 1],1666,0,1665,6,6,-1375.0681531942075,-1370.7071079234486,-1374.0646968205795,4.36104527075895,3.3575888971308814,0.0,C5H10O,3,False,True
T1x_C5H10O_rxn05169,T1x,16,6,[6 6 6 6 6 8 1 1 1 1 1 1 1 1 1 1],2106,0,2105,5,5,-1375.6451144707166,-1372.2039705343032,-1374.1568598542058,3.441143936413482,1.9528893199026243,0.0,C5H10O,3,False,True
T1x_C5H10O_rxn05217,T1x,16,6,[6 6 6 8 6 6 1 1 1 1 1 1 1 1 1 1],578,0,577,5,5,-1375.488258088237,-1370.512046565273,-1375.3093707199193,4.976211522963922,4.797324154646276,0.0,C5H10O,3,False,True
T1x_C5H10O_rxn05246,T1x,16,6,[6 6 6 6 6 8 1 1 1 1 1 1 1 1 1 1],1314,0,1313,6,6,-1376.2952343417778,-1370.0723273436736,-1371.9271316938612,6.222906998104236,1.8548043501875782,0.0,C5H10O,3,False,True
T1x_C5H10O_rxn05304,T1x,16,6,[8 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1],698,0,697,4,4,-1375.5512063582514,-1368.2948884637726,-1372.2213012293776,7.256317894478798,3.926412765604937,0.0,C5H10O,3,False,True
T1x_C5H10O2_rxn05324,T1x,17,7,[6 8 6 6 8 6 6 1 1 1 1 1 1 1 1 1 1],338,0,337,4,4,-1811.8823565274336,-1808.2164934929842,-1808.6919417439256,3.6658630344493304,0.4754482509413265,0.0,C5H10O2,3,False,True
T1x_C5H10O2_rxn05454,T1x,17,7,[8 6 6 6 6 6 8 1 1 1 1 1 1 1 1 1 1],490,0,489,5,5,-1813.0623001243407,-1808.91216780808,-1810.161730411997,4.150132316260624,1.2495626039169565,0.0,C5H10O2,3,False,True
T1x_C5H11NO_rxn05558,T1x,18,7,[6 7 6 8 6 6 6 1 1 1 1 1 1 1 1 1 1 1],1346,0,1345,4,4,-1664.5833021433732,-1659.8616646995472,-1660.62373381647,4.721637443826012,0.762069116922703,0.0,C5H11NO,3,False,True
T1x_C5H11NO_rxn05574,T1x,18,7,[6 6 7 6 6 6 8 1 1 1 1 1 1 1 1 1 1 1],322,0,321,5,5,-1662.6656680837789,-1656.6063725499973,-1662.5490874318518,6.059295533781551,5.942714881854499,0.0,C5H11NO,3,False,True
T1x_C5H11NO_rxn05621,T1x,18,7,[6 6 6 7 6 6 8 1 1 1 1 1 1 1 1 1 1 1],2834,0,2833,742,742,-1664.1982049687344,-1655.185108755499,-1661.304973913129,9.013096213235485,6.119865157630102,0.0,C5H11NO,3,False,True
T1x_C5H11NO_rxn05622,T1x,18,7,[6 6 6 7 6 6 8 1 1 1 1 1 1 1 1 1 1 1],2122,0,2121,5,5,-1664.1982050822603,-1657.0545725227512,-1662.7706279509337,7.143632559509115,5.716055428182472,0.0,C5H11NO,3,False,True
T1x_C5H11NO_rxn05626,T1x,18,7,[6 6 6 7 6 6 8 1 1 1 1 1 1 1 1 1 1 1],2778,0,2777,4,4,-1662.6577155245664,-1655.8608859914718,-1662.237604745476,6.796829533094524,6.3767187540040595,0.0,C5H11NO,3,False,True
T1x_C5H12_rxn05630,T1x,17,5,[6 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1],474,0,473,5,5,-972.925841643049,-967.6641471679802,-971.9525047105279,5.2616944750687935,4.288357542547715,0.0,C5H12,3,False,True
T1x_C5H12O2_rxn05695,T1x,19,7,[6 6 6 8 6 6 8 1 1 1 1 1 1 1 1 1 1 1 1],2362,0,2361,6,6,-1846.54882931346,-1842.8470239893018,-1846.7811199934263,3.7018053241581583,3.9340960041245125,0.0,C5H12O2,3,False,True
T1x_C5H3NO_rxn05742,T1x,10,7,[8 6 6 6 6 6 7 1 1 1],706,0,705,5,5,-1528.2508841885058,-1524.3081734229197,-1525.5771644922595,3.942710765586071,1.2689910693397906,0.0,C5H3NO,3,False,True
T1x_C5H4_rxn05756,T1x,9,5,[6 6 6 6 6 1 1 1 1],706,0,705,6,6,-836.3376954372072,-832.5398099344987,-835.7093661947366,3.797885502708482,3.1695562602378686,0.0,C5H4,3,False,True
T1x_C5H4N2_rxn05760,T1x,11,7,[6 6 6 6 6 7 7 1 1 1 1],1258,0,1257,4,4,-1379.379066272454,-1373.9586453315308,-1378.074558869912,5.42042094092335,4.1159135383811645,0.0,C5H4N2,3,False,True
T1x_C5H6N2_rxn05979,T1x,13,7,[7 6 6 6 6 6 7 1 1 1 1 1 1],346,0,345,5,5,-1412.4254724464074,-1409.5004919748287,-1410.2875761678151,2.9249804715786922,0.7870841929864127,0.0,C5H6N2,3,False,True
T1x_C5H6N2_rxn05981,T1x,13,7,[7 6 6 6 6 6 7 1 1 1 1 1 1],754,0,753,6,6,-1412.4254724464074,-1408.2393001764333,-1410.6750910158153,4.186172269974122,2.43579083938198,0.0,C5H6N2,3,False,True
T1x_C5H6N2_rxn05989,T1x,13,7,[7 6 6 6 6 6 7 1 1 1 1 1 1],330,0,329,5,5,-1412.4217271955638,-1408.8219524021877,-1410.507531522271,3.5997747933761275,1.6855791200832755,0.0,C5H6N2,3,False,True
T1x_C5H6O_rxn06014,T1x,12,6,[6 6 6 8 6 6 1 1 1 1 1 1],274,0,273,5,5,-1306.1332064994388,-1302.3101422900036,-1303.0108434938297,3.823064209435188,0.7007012038261564,0.0,C5H6O,4,False,True
T1x_C5H6O_rxn06078,T1x,12,6,[6 6 6 6 8 6 1 1 1 1 1 1],394,0,393,4,4,-1306.926080542215,-1303.1707663682719,-1303.5881053501935,3.755314173943134,0.4173389819216027,0.0,C5H6O,4,False,True
T1x_C5H6O_rxn06118,T1x,12,6,[6 6 6 8 6 6 1 1 1 1 1 1],3250,0,3249,5,5,-1307.9811214318372,-1302.8173085025699,-1305.3623371030762,5.163812929267351,2.5450286005063845,0.0,C5H6O,4,False,True
T1x_C5H6O_rxn06161,T1x,12,6,[6 6 6 8 6 6 1 1 1 1 1 1],362,0,361,6,6,-1306.8464946443526,-1303.417701749494,-1305.1941267567981,3.4287928948585886,1.7764250073041694,0.0,C5H6O,4,False,True
T1x_C5H6O_rxn06199,T1x,12,6,[6 6 6 6 6 8 1 1 1 1 1 1],1714,0,1713,4,4,-1308.064734815488,-1300.5047724462952,-1308.2762091573427,7.559962369192817,7.7714367110475,0.0,C5H6O,4,False,True
T1x_C5H6O_rxn06200,T1x,12,6,[6 6 6 6 6 8 1 1 1 1 1 1],914,0,913,6,6,-1308.0647348024536,-1295.0425154909515,-1305.6965491161923,13.022219311502113,10.6540336252408,0.0,C5H6O,4,False,True
T1x_C5H6O_rxn06212,T1x,12,6,[8 6 6 6 6 6 1 1 1 1 1 1],1906,0,1905,5,5,-1307.1351891120457,-1301.1552271959654,-1307.3688123755728,5.979961916080356,6.213585179607435,0.0,C5H6O,4,False,True
T1x_C5H6O2_rxn06217,T1x,13,7,[6 6 8 6 6 8 6 1 1 1 1 1 1],346,0,345,5,5,-1743.9282754325016,-1740.3035892816815,-1743.1448889402307,3.6246861508200254,2.841299658549133,0.0,C5H6O2,4,False,True
T1x_C5H6O2_rxn06285,T1x,13,7,[8 6 6 6 6 6 8 1 1 1 1 1 1],794,0,793,6,6,-1744.619433620828,-1740.947500133157,-1743.5913178113253,3.6719334876709127,2.6438176781682614,0.0,C5H6O2,4,False,True
T1x_C5H6O2_rxn06355,T1x,13,7,[6 6 6 6 6 8 8 1 1 1 1 1 1],290,0,289,5,5,-1745.8162884481505,-1741.6060266281827,-1742.9997584576854,4.2102618199678545,1.3937318295027126,0.0,C5H6O2,4,False,True
T1x_C5H7N_rxn06393,T1x,13,6,[6 6 6 6 7 6 1 1 1 1 1 1 1],410,0,409,6,6,-1157.1125682502036,-1153.5616305715585,-1156.5046649378846,3.550937678645141,2.9430343663261738,0.0,C5H7N,4,False,True
T1x_C5H7N_rxn06400,T1x,13,6,[6 7 6 6 6 6 1 1 1 1 1 1 1],290,0,289,5,5,-1160.2639694180461,-1154.400148764404,-1155.3824365186777,5.863820653642051,0.9822877542735569,0.0,C5H7N,4,False,True
T1x_C5H7N_rxn06440,T1x,13,6,[6 6 6 6 6 7 1 1 1 1 1 1 1],1202,0,1201,4,4,-1160.587983952358,-1155.9430931943223,-1159.5838183150147,4.644890758035672,3.640725120692423,0.0,C5H7N,4,False,True
T1x_C5H7N_rxn06490,T1x,13,6,[7 6 6 6 6 6 1 1 1 1 1 1 1],794,0,793,5,5,-1159.5050213410032,-1154.1246298302551,-1157.616598557963,5.380391510748041,3.4919687277078992,0.0,C5H7N,4,False,True
T1x_C5H7N_rxn06493,T1x,13,6,[6 6 6 6 6 7 1 1 1 1 1 1 1],746,0,745,6,6,-1157.762859716374,-1153.6680238505276,-1157.1144203276413,4.094835865846335,3.4463964771136943,0.0,C5H7N,4,False,True
T1x_C5H7N_rxn06520,T1x,13,6,[6 6 6 6 6 7 1 1 1 1 1 1 1],634,0,633,4,4,-1159.6059017258463,-1155.6493771668947,-1156.4974040619547,3.9565245589515143,0.8480268950600021,0.0,C5H7N,4,False,True
T1x_C5H7NO_rxn06645,T1x,14,7,[7 6 8 6 6 6 6 1 1 1 1 1 1 1],1266,0,1265,6,6,-1596.7399953744655,-1591.1626879404666,-1595.7405328579243,5.57730743399884,4.577844917457696,0.0,C5H7NO,4,False,True
T1x_C5H7NO_rxn06677,T1x,14,7,[6 6 6 8 6 7 6 1 1 1 1 1 1 1],210,0,209,5,5,-1596.324522073525,-1593.142663797289,-1593.3968635705876,3.181858276235971,0.2541997732985237,0.0,C5H7NO,4,False,True
T1x_C5H7NO_rxn06762,T1x,14,7,[8 6 6 6 6 6 7 1 1 1 1 1 1 1],794,0,793,6,6,-1594.3374171638832,-1590.0799461216177,-1593.7890244276705,4.257471042265479,3.7090783060527883,0.0,C5H7NO,4,False,True
T1x_C5H7NO_rxn06764,T1x,14,7,[8 6 6 6 6 6 7 1 1 1 1 1 1 1],1474,0,1473,4,4,-1594.3374171638832,-1590.263645873269,-1592.994075728741,4.073771290614104,2.730429855472039,0.0,C5H7NO,4,False,True
T1x_C5H7NO_rxn06812,T1x,14,7,[6 6 6 7 6 6 8 1 1 1 1 1 1 1],1770,0,1769,6,6,-1597.0521307334457,-1592.0315660770843,-1595.2274010780434,5.02056465636133,3.1958350009590504,0.0,C5H7NO,4,False,True
T1x_C5H7NO_rxn06829,T1x,14,7,[8 6 6 6 7 6 6 1 1 1 1 1 1 1],194,0,193,5,5,-1594.184059374584,-1590.3247751744834,-1591.981064679507,3.8592842001005465,1.656289505023551,0.0,C5H7NO,4,False,True
T1x_C5H7NO_rxn06881,T1x,14,7,[6 6 6 8 6 6 7 1 1 1 1 1 1 1],434,0,433,5,5,-1596.9875070671017,-1593.340134288451,-1593.8812489086608,3.647372778650606,0.5411146202097825,0.0,C5H7NO,4,False,True
T1x_C5H8_rxn06923,T1x,13,5,[6 6 6 6 6 1 1 1 1 1 1 1 1],1890,0,1889,3,3,-905.8496154539317,-899.930005519674,-903.6062398168657,5.919609934257778,3.6762342971917406,0.0,C5H8,4,False,True
T1x_C5H8_rxn06926,T1x,13,5,[6 6 6 6 6 1 1 1 1 1 1 1 1],410,0,409,7,7,-905.8496154539317,-902.1157328384493,-902.96170204039,3.7338826154824574,0.8459692019407612,0.0,C5H8,4,False,True
T1x_C5H8_rxn06928,T1x,13,5,[6 6 6 6 6 1 1 1 1 1 1 1 1],418,0,417,7,7,-905.8496154539317,-900.0792290022493,-904.3759729926346,5.770386451682384,4.296743990385266,0.0,C5H8,4,False,True
T1x_C5H8_rxn06946,T1x,13,5,[6 6 6 6 6 1 1 1 1 1 1 1 1],2042,0,2041,5,5,-905.8496154539317,-897.4217762921604,-901.2369595330637,8.427839161771317,3.8151832409032522,0.0,C5H8,4,False,True
T1x_C5H8N2_rxn06972,T1x,15,7,[6 7 6 7 6 6 6 1 1 1 1 1 1 1 1],1306,0,1305,3,3,-1448.1550003991415,-1439.212110673978,-1447.0496430452015,8.942889725163468,7.83753237122346,0.0,C5H8N2,4,False,True
T1x_C5H8N2_rxn07044,T1x,15,7,[7 6 6 7 6 6 6 1 1 1 1 1 1 1 1],402,0,401,5,5,-1446.8570360345602,-1441.5724486148235,-1445.13475219912,5.284587419736681,3.5623035842963873,0.0,C5H8N2,4,False,True
T1x_C5H8N2_rxn07049,T1x,15,7,[7 6 6 7 6 6 6 1 1 1 1 1 1 1 1],466,0,465,7,7,-1446.857036036492,-1443.343419179474,-1444.1741938634648,3.5136168570179507,0.8307746839907395,0.0,C5H8N2,4,False,True
T1x_C5H8N2_rxn07102,T1x,15,7,[6 6 6 7 6 7 6 1 1 1 1 1 1 1 1],1218,0,1217,6,6,-1448.0995297348213,-1440.4754188678269,-1445.7060466623388,7.624110866994442,5.230627794511975,0.0,C5H8N2,4,False,True
T1x_C5H8N2_rxn07144,T1x,15,7,[6 6 7 6 6 7 6 1 1 1 1 1 1 1 1],722,0,721,5,5,-1448.0610429296303,-1442.8968970906333,-1446.5554644583071,5.164145838997001,3.658567367673868,0.0,C5H8N2,4,False,True
T1x_C5H8O_rxn07178,T1x,14,6,[6 6 6 6 8 6 1 1 1 1 1 1 1 1],258,0,257,5,5,-1341.14433214511,-1337.0032268787556,-1338.9138479832359,4.141105266354316,1.9106211044802421,0.0,C5H8O,4,False,True
T1x_C5H8O_rxn07246,T1x,14,6,[6 6 8 6 6 6 1 1 1 1 1 1 1 1],914,0,913,5,5,-1342.6592825889704,-1338.4793909734806,-1341.160778254434,4.179891615489851,2.6813872809534587,0.0,C5H8O,4,False,True
T1x_C5H8O_rxn07276,T1x,14,6,[6 6 6 8 6 6 1 1 1 1 1 1 1 1],450,0,449,6,6,-1342.42372684217,-1338.6865381997509,-1342.2281075508783,3.7371886424191416,3.541569351127464,0.0,C5H8O,4,False,True
T1x_C5H8O_rxn07305,T1x,14,6,[6 6 6 6 8 6 1 1 1 1 1 1 1 1],410,0,409,4,4,-1341.3050130177446,-1337.6145747993144,-1338.2625488311137,3.690438218430245,0.6479740317993219,0.0,C5H8O,4,False,True
T1x_C5H8O_rxn07489,T1x,14,6,[8 6 6 6 6 6 1 1 1 1 1 1 1 1],322,0,321,5,5,-1341.4801259527485,-1337.104197388199,-1342.3066134109783,4.37592856454944,5.202416022779289,0.0,C5H8O,4,False,True
T1x_C5H8O_rxn07590,T1x,14,6,[6 6 6 6 6 8 1 1 1 1 1 1 1 1],1874,0,1873,4,4,-1341.3143869415017,-1333.9761029045978,-1340.009860531289,7.338284036903815,6.033757626691113,0.0,C5H8O,4,False,True
T1x_C5H8O2_rxn07839,T1x,15,7,[6 6 6 8 6 6 8 1 1 1 1 1 1 1 1],1778,0,1777,7,7,-1777.9653323482694,-1771.8998979968499,-1775.71103849786,6.065434351419526,3.811140501010186,0.0,C5H8O2,4,False,True
T1x_C5H8O2_rxn07848,T1x,15,7,[8 6 6 6 6 6 8 1 1 1 1 1 1 1 1],322,0,321,5,5,-1778.8222470498251,-1776.3104335824366,-1779.1583260082443,2.5118134673884924,2.847892425807686,0.0,C5H8O2,4,False,True
T1x_C5H8O2_rxn07853,T1x,15,7,[8 6 6 6 6 6 8 1 1 1 1 1 1 1 1],1130,0,1129,6,6,-1778.8222470498251,-1775.1681821147095,-1776.572301684918,3.6540649351156844,1.4041195702086497,0.0,C5H8O2,4,False,True
T1x_C5H8O2_rxn07858,T1x,15,7,[8 6 6 6 6 6 8 1 1 1 1 1 1 1 1],434,0,433,5,5,-1778.8222470529272,-1775.2015601751575,-1777.6608172155447,3.6206868777696855,2.4592570403872287,0.0,C5H8O2,4,False,True
T1x_C5H9N_rxn07911,T1x,15,6,[6 6 6 7 6 6 1 1 1 1 1 1 1 1 1],666,0,665,7,7,-1190.935087561057,-1187.301469208338,-1187.858633985728,3.6336183527189405,0.5571647773899713,0.0,C5H9N,4,False,True
T1x_C5H9N_rxn07916,T1x,15,6,[6 6 6 6 6 7 1 1 1 1 1 1 1 1 1],314,0,313,5,5,-1193.6769556367653,-1188.6520119905297,-1192.1777277030112,5.02494364623567,3.525715712481542,0.0,C5H9N,4,False,True
T1x_C5H9NO_rxn07919,T1x,16,7,[6 6 6 6 8 6 7 1 1 1 1 1 1 1 1 1],2186,0,2185,4,4,-1630.3558963721468,-1619.4413840118077,-1628.5859729885979,10.914512360339131,9.144588976790146,0.0,C5H9NO,4,False,True
T1x_C5H9NO_rxn07949,T1x,16,7,[6 6 6 8 6 6 7 1 1 1 1 1 1 1 1 1],618,0,617,4,4,-1630.4248253328296,-1625.7476914442489,-1629.4041206093464,4.677133888580784,3.6564291650975065,0.0,C5H9NO,4,False,True
Halogen_BrC4H3N2O_rxn09913,Halo_Br,11,8,[ 7  6  7  6  6 35  6  8  1  1  1],1546,0,1545,3,3,-2010.7735001670721,-2003.553065102267,-2008.4871496497733,7.220435064805088,4.934084547506245,0.0,C4H3BrN2O,5,False,True
Halogen_Br2C4H4N2_rxn09856,Halo_Br,12,8,[ 7  7  6  6 35  6 35  6  1  1  1  1],546,0,545,390,390,-1954.7260454920472,-1951.076097705652,-1953.3477571764051,3.6499477863951597,2.271659470753093,0.0,C4H4Br2N2,5,False,True
T1x_C5H9NO_rxn08047,T1x,16,7,[6 6 8 6 7 6 6 1 1 1 1 1 1 1 1 1],914,0,913,5,5,-1628.6848834920904,-1623.076776477425,-1628.293619283048,5.608107014665393,5.216842805622946,0.0,C5H9NO,5,False,True
