r1,r2,kind,sub_from,sub_to
4096,4538,dipole_change,*C#[N+][C-](C)C#N,*[C-]([N+]#CC#N)C(C)=O
4096,4600,dipole_change,*C#[N+][C-](C)C#N,*[CH-][NH+]=C(C#N)C(C)=O
4177,4433,dipole_change,*C(C)=[NH+][CH-]C#N,*C#[N+][C-](C)C(C)=O
4177,4538,dipole_change,*C(C)=[NH+][CH-]C#N,*[C-]([N+]#CC#N)C(C)=O
4177,4600,dipole_change,*C(C)=[NH+][CH-]C#N,*[CH-][NH+]=C(C#N)C(C)=O
4177,4845,dipole_change,*C,*C(=O)NC
4210,4311,dipole_change,*[C-](C#N)[N+]#C,*C=[NH+][C-](C)C
4210,4708,dipole_change,*C#N,*C(=O)OC
4210,4809,dipole_change,*[C-](C#N)[N+]#C,*[C-]([N+]#CC#N)C(C)=O
4210,4898,dipole_change,*[C-](C#N)[N+]#C,*[C-](C#N)[O+]=CC(C)=O
4210,4940,dipole_change,*[C-](C#N)[N+]#C,*C#[N+][C-](C)C(=O)NC
4210,4979,dipole_change,*[C-](C#N)[N+]#C,*C=[O+][C-](C)C(=O)OC
4210,4994,dipole_change,*[C-](C#N)[N+]#C,*C(C(C)=O)=[N+](C)[CH-]C
4311,4708,dipole_change,*C=[NH+][C-](C)C,*[C-]([N+]#C)C(=O)OC
4311,4809,dipole_change,*C=[NH+][C-](C)C,*[C-]([N+]#CC#N)C(C)=O
4311,4898,dipole_change,*C=[NH+][C-](C)C,*[C-](C#N)[O+]=CC(C)=O
4311,4940,dipole_change,*C=[NH+][C-](C)C,*C#[N+][C-](C)C(=O)NC
4311,4979,dipole_change,*C=[NH+][C-](C)C,*C=[O+][C-](C)C(=O)OC
4311,4994,dipole_change,*C=[NH+][C-](C)C,*C(C(C)=O)=[N+](C)[CH-]C
4433,4487,dipole_change,*[C-](C)[N+]#CC(=O)OC,*C=[NH+][C-](C)C(=O)NC
4433,4538,dipole_change,*C#[N+][C-](C)C(C)=O,*[C-]([N+]#CC#N)C(C)=O
4433,4600,dipole_change,*C#[N+][C-](C)C(C)=O,*[CH-][NH+]=C(C#N)C(C)=O
4487,4558,dipole_change,*[C-](C)[NH+]=CC(C)=O,*[C-]([N+]#CC#N)C(C)=O
4487,4940,dipole_change,*[NH+]=CC(C)=O,*[N+]#Cc1ccccc1
4538,4558,dipole_change,*OC,*NC
4538,4600,dipole_change,*[C-]([N+]#CC#N)C(C)=O,*[CH-][NH+]=C(C#N)C(C)=O
4538,4765,dipole_change,*C,*OC
4538,4809,dipole_change,*C(=O)OC,*c1ccccc1
4538,5065,dipole_change,*[N+]#CC#N,*[N+]#CC(=O)NC
4558,4809,dipole_change,*C(=O)NC,*c1ccccc1
4558,5081,dipole_change,*C(C)=O,*c1ccccc1
4708,4809,dipole_change,*[C-]([N+]#C)C(=O)OC,*[C-]([N+]#CC#N)C(C)=O
4708,4898,dipole_change,*[C-]([N+]#C)C(=O)OC,*[C-](C#N)[O+]=CC(C)=O
4708,4940,dipole_change,*[C-]([N+]#C)C(=O)OC,*C#[N+][C-](C)C(=O)NC
4708,4979,dipole_change,*[C-]([N+]#C)C(=O)OC,*C=[O+][C-](C)C(=O)OC
4708,4994,dipole_change,*[C-]([N+]#C)C(=O)OC,*C(C(C)=O)=[N+](C)[CH-]C
4708,5512,dipole_change,*[N+]#C,*[N+]#CC(=O)NC
4765,4857,dipole_change,*[N+]#CC#N,*[O+]=CC#N
4765,5527,dipole_change,*C#N,*c1ccccc1
4809,4898,dipole_change,*[C-]([N+]#CC#N)C(C)=O,*[C-](C#N)[O+]=CC(C)=O
4809,4940,dipole_change,*[C-]([N+]#CC#N)C(C)=O,*C#[N+][C-](C)C(=O)NC
4809,4979,dipole_change,*[C-]([N+]#CC#N)C(C)=O,*C=[O+][C-](C)C(=O)OC
4809,4994,dipole_change,*[C-]([N+]#CC#N)C(C)=O,*C(C(C)=O)=[N+](C)[CH-]C
4809,5081,dipole_change,*C(C)=O,*C(=O)NC
4809,5152,dipole_change,*[N+]#CC#N,*[N+]#CC(C)=O
4809,5191,dipole_change,*[N+]#CC#N,*[O+]=CC(C)=O
4857,5527,dipole_change,*[O+]=CC#N,*[N+]#Cc1ccccc1
4898,4940,dipole_change,*[C-](C#N)[O+]=CC(C)=O,*C#[N+][C-](C)C(=O)NC
4898,4979,dipole_change,*[C-](C#N)[O+]=CC(C)=O,*C=[O+][C-](C)C(=O)OC
4898,4994,dipole_change,*[C-](C#N)[O+]=CC(C)=O,*C(C(C)=O)=[N+](C)[CH-]C
4898,5191,dipole_change,*C#N,*C(C)=O
4940,4979,dipole_change,*C#[N+][C-](C)C(=O)NC,*C=[O+][C-](C)C(=O)OC
4940,4994,dipole_change,*C#[N+][C-](C)C(=O)NC,*C(C(C)=O)=[N+](C)[CH-]C
4979,4994,dipole_change,*C=[O+][C-](C)C(=O)OC,*C(C(C)=O)=[N+](C)[CH-]C
4979,5117,dipole_change,*[C-](C)C(=O)OC,*[C-](C#N)C(=O)OC
5065,5512,dipole_change,*C(C)=O,*c1ccccc1
5077,5117,dipole_change,*[N+](C)=CC(=O)OC,*[O+]=Cc1ccccc1
5077,5247,dipole_change,*[C-](C#N)C(=O)OC,*[C-](C)c1ccccc1
5125,5583,dipole_change,*[CH-]C#N,*[CH-]C(=O)OC
5152,5191,dipole_change,*[N+]#CC(C)=O,*[O+]=CC(C)=O
5247,5465,dipole_change,*C(=O)OC,*c1ccccc1
3508,3753,dipole_change,*C#[N+][C-](C)C,*[CH-][NH+]=C(C#N)C#N
3508,4015,dipole_change,*C#[N+][C-](C)C,*[C-](C)[N+]#CC(=O)OC
3508,4313,dipole_change,*[N+]#CC,*[NH+]=Cc1ccccc1
3753,4015,dipole_change,*[CH-][NH+]=C(C#N)C#N,*[C-](C)[N+]#CC(=O)OC
3753,4083,dipole_change,*C(C#N)=[NH+][CH-]C,*C#[N+][C-](C)C(=O)OC
3753,4095,dipole_change,*C(C#N)=[NH+][CH-]C,*[C-](C)[N+]#CC(=O)OC
3753,4174,dipole_change,*C(C#N)=[NH+][CH-]C,*[CH-][NH+]=C(C)C(=O)OC
4015,4083,dipole_change,*C#[N+][C-](C)C,*[C-](C)[N+]#CC#N
4015,4095,dipole_change,*C#[N+][C-](C)C,*C#[N+][C-](C)C#N
4015,4174,dipole_change,*C#[N+][C-](C)C,*C(C)=[NH+][CH-]C#N
4015,4313,dipole_change,*[N+]#CC(=O)OC,*[NH+]=Cc1ccccc1
4015,4437,dipole_change,*C#[N+][C-](C)C,*C#[N+][C-](C)C(C)=O
4015,4539,dipole_change,*C#[N+][C-](C)C,*[C-]([N+]#CC#N)C(C)=O
4015,4602,dipole_change,*C#[N+][C-](C)C,*[CH-][NH+]=C(C#N)C(C)=O
4083,4095,dipole_change,*C(=O)[C-](C)[N+]#CC#N,*C(=O)C#[N+][C-](C)C#N
4083,4174,dipole_change,*C(=O)[C-](C)[N+]#CC#N,*C(=O)C(C)=[NH+][CH-]C#N
4083,4437,dipole_change,*[C-](C)[N+]#CC#N,*C#[N+][C-](C)C(C)=O
4083,4539,dipole_change,*[C-](C)[N+]#CC#N,*[C-]([N+]#CC#N)C(C)=O
4083,4554,dipole_change,*[C-](C)C(=O)OC,*[C-](C(C)=O)C(=O)NC
4083,4602,dipole_change,*[C-](C)[N+]#CC#N,*[CH-][NH+]=C(C#N)C(C)=O
4083,4764,dipole_change,*C,*C(=O)OC
4083,4975,dipole_change,*[N+]#CC#N,*[O+]=Cc1ccccc1
4095,4174,dipole_change,*C#[N+][C-](C)C#N,*C(C)=[NH+][CH-]C#N
4095,4437,dipole_change,*C#[N+][C-](C)C#N,*C#[N+][C-](C)C(C)=O
4095,4539,dipole_change,*C#[N+][C-](C)C#N,*[C-]([N+]#CC#N)C(C)=O
4095,4602,dipole_change,*C#[N+][C-](C)C#N,*[CH-][NH+]=C(C#N)C(C)=O
4174,4437,dipole_change,*C(C)=[NH+][CH-]C#N,*C#[N+][C-](C)C(C)=O
4174,4539,dipole_change,*C(C)=[NH+][CH-]C#N,*[C-]([N+]#CC#N)C(C)=O
4174,4602,dipole_change,*C(C)=[NH+][CH-]C#N,*[CH-][NH+]=C(C#N)C(C)=O
4174,4843,dipole_change,*C,*C(=O)NC
4313,4806,dipole_change,*C=[NH+][C-](C)C,*[C-]([N+]#CC#N)C(C)=O
4313,4901,dipole_change,*C=[NH+][C-](C)C,*[C-](C#N)[O+]=CC(C)=O
4313,4942,dipole_change,*C=[NH+][C-](C)C,*C#[N+][C-](C)C(=O)NC
4313,4975,dipole_change,*C=[NH+][C-](C)C,*C=[O+][C-](C)C(=O)OC
4313,4998,dipole_change,*C=[NH+][C-](C)C,*C(C(C)=O)=[N+](C)[CH-]C
4437,4488,dipole_change,*[C-](C)[N+]#CC(=O)OC,*C=[NH+][C-](C)C(=O)NC
4437,4539,dipole_change,*C#[N+][C-](C)C(C)=O,*[C-]([N+]#CC#N)C(C)=O
4437,4602,dipole_change,*C#[N+][C-](C)C(C)=O,*[CH-][NH+]=C(C#N)C(C)=O
4488,4554,dipole_change,*[C-](C)[NH+]=CC(C)=O,*[C-]([N+]#CC#N)C(C)=O
4488,4942,dipole_change,*[NH+]=CC(C)=O,*[N+]#Cc1ccccc1
4539,4554,dipole_change,*OC,*NC
4539,4602,dipole_change,*[C-]([N+]#CC#N)C(C)=O,*[CH-][NH+]=C(C#N)C(C)=O
4539,4764,dipole_change,*C,*OC
4539,4806,dipole_change,*C(=O)OC,*c1ccccc1
4539,5063,dipole_change,*[N+]#CC#N,*[N+]#CC(=O)NC
4554,4806,dipole_change,*C(=O)NC,*c1ccccc1
4554,5083,dipole_change,*C(C)=O,*c1ccccc1
4764,4859,dipole_change,*[N+]#CC#N,*[O+]=CC#N
4764,5528,dipole_change,*C#N,*c1ccccc1
4806,4901,dipole_change,*[C-]([N+]#CC#N)C(C)=O,*[C-](C#N)[O+]=CC(C)=O
4806,4942,dipole_change,*[C-]([N+]#CC#N)C(C)=O,*C#[N+][C-](C)C(=O)NC
4806,4975,dipole_change,*[C-]([N+]#CC#N)C(C)=O,*C=[O+][C-](C)C(=O)OC
4806,4998,dipole_change,*[C-]([N+]#CC#N)C(C)=O,*C(C(C)=O)=[N+](C)[CH-]C
4806,5083,dipole_change,*C(C)=O,*C(=O)NC
4806,5155,dipole_change,*[N+]#CC#N,*[N+]#CC(C)=O
4806,5189,dipole_change,*[N+]#CC#N,*[O+]=CC(C)=O
4859,5528,dipole_change,*[O+]=CC#N,*[N+]#Cc1ccccc1
4890,5111,dipole_change,*[N+](C)=CC(C)=O,*[N+]#Cc1ccccc1
4901,4942,dipole_change,*[C-](C#N)[O+]=CC(C)=O,*C#[N+][C-](C)C(=O)NC
4901,4975,dipole_change,*[C-](C#N)[O+]=CC(C)=O,*C=[O+][C-](C)C(=O)OC
4901,4998,dipole_change,*[C-](C#N)[O+]=CC(C)=O,*C(C(C)=O)=[N+](C)[CH-]C
4901,5189,dipole_change,*C#N,*C(C)=O
4901,5342,dipole_change,*[O+]=CC(C)=O,*[N+]#Cc1ccccc1
4942,4975,dipole_change,*C#[N+][C-](C)C(=O)NC,*C=[O+][C-](C)C(=O)OC
4942,4998,dipole_change,*C#[N+][C-](C)C(=O)NC,*C(C(C)=O)=[N+](C)[CH-]C
4942,5111,dipole_change,*[C-](C)C(=O)NC,*[C-](C(C)=O)C(C)=O
4975,4998,dipole_change,*C=[O+][C-](C)C(=O)OC,*C(C(C)=O)=[N+](C)[CH-]C
4975,5118,dipole_change,*[C-](C)C(=O)OC,*[C-](C#N)C(=O)OC
5063,5511,dipole_change,*C(C)=O,*c1ccccc1
5075,5118,dipole_change,*[N+](C)=CC(=O)OC,*[O+]=Cc1ccccc1
5075,5250,dipole_change,*[C-](C#N)C(=O)OC,*[C-](C)c1ccccc1
5128,5586,dipole_change,*[CH-]C#N,*[CH-]C(=O)OC
5155,5189,dipole_change,*[N+]#CC(C)=O,*[O+]=CC(C)=O
5250,5467,dipole_change,*C(=O)OC,*c1ccccc1
3645,3648,dipole_change,*C#[N+][N-]C,*[N-][N+]#CC
3648,4027,dipole_change,*[N-]C(C)=O,*[N-]c1ccccc1
4027,4546,dipole_change,*[N-][N+]#CC,*[N-][NH+]=CC(C)=O
4027,4754,dipole_change,*[N-][N+]#CC,*C=[NH+][N-]C(=O)OC
4027,4777,dipole_change,*[N-][N+]#CC,*C=[O+][N-]C(=O)NC
4447,4754,dipole_change,*[N+]#CC(=O)OC,*[NH+]=Cc1ccccc1
4546,4754,dipole_change,*[N-][NH+]=CC(C)=O,*C=[NH+][N-]C(=O)OC
4546,4777,dipole_change,*[N-][NH+]=CC(C)=O,*C=[O+][N-]C(=O)NC
4754,4777,dipole_change,*C=[NH+][N-]C(=O)OC,*C=[O+][N-]C(=O)NC
3646,3653,dipole_change,*C#[N+][N-]C,*[N-][N+]#CC
3653,4028,dipole_change,*[N-]C(C)=O,*[N-]c1ccccc1
4028,4545,dipole_change,*[N-][N+]#CC,*[N-][NH+]=CC(C)=O
4028,4758,dipole_change,*[N-][N+]#CC,*C=[NH+][N-]C(=O)OC
4028,4778,dipole_change,*[N-][N+]#CC,*C=[O+][N-]C(=O)NC
4446,4758,dipole_change,*[N+]#CC(=O)OC,*[NH+]=Cc1ccccc1
4545,4758,dipole_change,*[N-][NH+]=CC(C)=O,*C=[NH+][N-]C(=O)OC
4545,4778,dipole_change,*[N-][NH+]=CC(C)=O,*C=[O+][N-]C(=O)NC
4758,4778,dipole_change,*C=[NH+][N-]C(=O)OC,*C=[O+][N-]C(=O)NC
3893,3894,dipole_change,*C,*C
3893,4410,dipole_change,*C#N,*C(=O)NC
3893,4412,dipole_change,*C#N,*C(=O)NC
3893,4736,dipole_change,*C#N,*c1ccccc1
3893,4737,dipole_change,*C#N,*c1ccccc1
3894,4410,dipole_change,*C#N,*C(=O)NC
3894,4412,dipole_change,*C#N,*C(=O)NC
3894,4736,dipole_change,*C#N,*c1ccccc1
3894,4737,dipole_change,*C#N,*c1ccccc1
4285,4286,dipole_change,*C(=O)C(C)=[O+][C-](C)C,*C(=O)C(C)=[O+][C-](C)C
4285,4387,dipole_change,*C(C)=[O+][C-](C)C,*C(C#N)=[NH+][C-](C)C
4285,4388,dipole_change,*C(C)=[O+][C-](C)C,*C(C#N)=[NH+][C-](C)C
4285,4410,dipole_change,*C(C)=[O+][C-](C)C,*c1[nH+][c-](C)c(=O)o1
4285,4412,dipole_change,*C(C)=[O+][C-](C)C,*c1[nH+][c-](C)c(=O)o1
4285,4442,dipole_change,*C(C)=[O+][C-](C)C,*[c-]1[nH+]c(C)oc1=O
4285,4574,dipole_change,*C(C)=[O+][C-](C)C,*[c-]1[o+]c(C#N)oc1=O
4285,4578,dipole_change,*C(C)=[O+][C-](C)C,*[c-]1[o+]c(C#N)oc1=O
4286,4387,dipole_change,*C(C)=[O+][C-](C)C,*C(C#N)=[NH+][C-](C)C
4286,4388,dipole_change,*C(C)=[O+][C-](C)C,*C(C#N)=[NH+][C-](C)C
4286,4410,dipole_change,*C(C)=[O+][C-](C)C,*c1[nH+][c-](C)c(=O)o1
4286,4412,dipole_change,*C(C)=[O+][C-](C)C,*c1[nH+][c-](C)c(=O)o1
4286,4442,dipole_change,*C(C)=[O+][C-](C)C,*[c-]1[nH+]c(C)oc1=O
4286,4574,dipole_change,*C(C)=[O+][C-](C)C,*[c-]1[o+]c(C#N)oc1=O
4286,4578,dipole_change,*C(C)=[O+][C-](C)C,*[c-]1[o+]c(C#N)oc1=O
4387,4388,dipole_change,*C(C#N)=[NH+][C-](C)C,*C(C#N)=[NH+][C-](C)C
4387,4410,dipole_change,*C(C#N)=[NH+][C-](C)C,*c1[nH+][c-](C)c(=O)o1
4387,4412,dipole_change,*C(C#N)=[NH+][C-](C)C,*c1[nH+][c-](C)c(=O)o1
4387,4442,dipole_change,*C(C#N)=[NH+][C-](C)C,*[c-]1[nH+]c(C)oc1=O
4387,4574,dipole_change,*C(C#N)=[NH+][C-](C)C,*[c-]1[o+]c(C#N)oc1=O
4387,4578,dipole_change,*C(C#N)=[NH+][C-](C)C,*[c-]1[o+]c(C#N)oc1=O
4388,4410,dipole_change,*C(C#N)=[NH+][C-](C)C,*c1[nH+][c-](C)c(=O)o1
4388,4412,dipole_change,*C(C#N)=[NH+][C-](C)C,*c1[nH+][c-](C)c(=O)o1
4388,4442,dipole_change,*C(C#N)=[NH+][C-](C)C,*[c-]1[nH+]c(C)oc1=O
4388,4574,dipole_change,*C(C#N)=[NH+][C-](C)C,*[c-]1[o+]c(C#N)oc1=O
4388,4578,dipole_change,*C(C#N)=[NH+][C-](C)C,*[c-]1[o+]c(C#N)oc1=O
4410,4412,dipole_change,*NC,*NC
4410,4442,dipole_change,*c1[nH+][c-](C)c(=O)o1,*[c-]1[nH+]c(C)oc1=O
4410,4574,dipole_change,*c1[nH+][c-](C)c(=O)o1,*[c-]1[o+]c(C#N)oc1=O
4410,4578,dipole_change,*c1[nH+][c-](C)c(=O)o1,*[c-]1[o+]c(C#N)oc1=O
4410,4736,dipole_change,*C(=O)NC,*c1ccccc1
4410,4737,dipole_change,*C(=O)NC,*c1ccccc1
4412,4442,dipole_change,*c1[nH+][c-](C)c(=O)o1,*[c-]1[nH+]c(C)oc1=O
4412,4574,dipole_change,*c1[nH+][c-](C)c(=O)o1,*[c-]1[o+]c(C#N)oc1=O
4412,4578,dipole_change,*c1[nH+][c-](C)c(=O)o1,*[c-]1[o+]c(C#N)oc1=O
4412,4736,dipole_change,*C(=O)NC,*c1ccccc1
4412,4737,dipole_change,*C(=O)NC,*c1ccccc1
4427,4428,dipole_change,*C(C)=O,*C(C)=O
4442,4574,dipole_change,*[c-]1[nH+]c(C)oc1=O,*[c-]1[o+]c(C#N)oc1=O
4442,4578,dipole_change,*[c-]1[nH+]c(C)oc1=O,*[c-]1[o+]c(C#N)oc1=O
4442,5297,dipole_change,*C,*c1ccccc1
4442,5301,dipole_change,*C,*c1ccccc1
4574,4578,dipole_change,*NC,*NC
4574,4819,dipole_change,*C#N,*C(C)=O
4574,5088,dipole_change,*C#N,*C(=O)NC
4574,5092,dipole_change,*C#N,*C(=O)NC
4578,4819,dipole_change,*C#N,*C(C)=O
4578,5088,dipole_change,*C#N,*C(=O)NC
4578,5092,dipole_change,*C#N,*C(=O)NC
4636,4637,dipole_change,*C,*C
4636,4660,dipole_change,*c1oc(=O)[c-](C)[n+]1C,*C(C#N)=[N+](C)[C-](C)C
4636,4662,dipole_change,*c1oc(=O)[c-](C)[n+]1C,*C(C#N)=[N+](C)[C-](C)C
4637,4660,dipole_change,*c1oc(=O)[c-](C)[n+]1C,*C(C#N)=[N+](C)[C-](C)C
4637,4662,dipole_change,*c1oc(=O)[c-](C)[n+]1C,*C(C#N)=[N+](C)[C-](C)C
4660,4662,dipole_change,*C#N,*C#N
4736,4737,dipole_change,*c1[nH+][c-](C)c(=O)o1,*c1[nH+][c-](C)c(=O)o1
4736,5297,dipole_change,*C,*C(=O)NC
4736,5301,dipole_change,*C,*C(=O)NC
4736,5314,dipole_change,*C,*C(=O)OC
4736,5317,dipole_change,*C,*C(=O)OC
4737,5297,dipole_change,*C,*C(=O)NC
4737,5301,dipole_change,*C,*C(=O)NC
4737,5314,dipole_change,*C,*C(=O)OC
4737,5317,dipole_change,*C,*C(=O)OC
4819,5088,dipole_change,*C(C)=O,*C(=O)NC
4819,5092,dipole_change,*C(C)=O,*C(=O)NC
4884,4887,dipole_change,*C,*C
4884,5395,dipole_change,*[C-](C#N)C#N,*[C-](C(C)=O)C(C)=O
4884,5522,dipole_change,*[C-](C#N)C#N,*[C-](C)c1ccccc1
4884,5523,dipole_change,*[C-](C#N)C#N,*[C-](C)c1ccccc1
4887,5395,dipole_change,*[C-](C#N)C#N,*[C-](C(C)=O)C(C)=O
4887,5522,dipole_change,*[C-](C#N)C#N,*[C-](C)c1ccccc1
4887,5523,dipole_change,*[C-](C#N)C#N,*[C-](C)c1ccccc1
4960,4963,dipole_change,*C,*C
4960,5423,dipole_change,*C(C)=O,*c1ccccc1
4960,5425,dipole_change,*C(C)=O,*c1ccccc1
4963,5423,dipole_change,*C(C)=O,*c1ccccc1
4963,5425,dipole_change,*C(C)=O,*c1ccccc1
5088,5092,dipole_change,*C(=O)NC,*C(=O)NC
5129,5131,dipole_change,*C(C)=O,*C(C)=O
5226,5227,dipole_change,*[C-](C)C(=O)NC,*[C-](C)C(=O)NC
5297,5301,dipole_change,*C(=O)NC,*C(=O)NC
5297,5314,dipole_change,*C(=O)NC,*C(=O)OC
5297,5317,dipole_change,*C(=O)NC,*C(=O)OC
5301,5314,dipole_change,*C(=O)NC,*C(=O)OC
5301,5317,dipole_change,*C(=O)NC,*C(=O)OC
5314,5317,dipole_change,*C(=O)OC,*C(=O)OC
5322,5324,dipole_change,*[C-](C)C(C)=O,*[C-](C)C(C)=O
5395,5522,dipole_change,*[C-](C(C)=O)C(C)=O,*[C-](C)c1ccccc1
5395,5523,dipole_change,*[C-](C(C)=O)C(C)=O,*[C-](C)c1ccccc1
5418,5419,dipole_change,*C(C)=O,*C(C)=O
5418,5531,dipole_change,*[NH+]=C(C#N)C(C)=O,*[O+]=C(C)C(=O)NC
5418,5535,dipole_change,*[NH+]=C(C#N)C(C)=O,*[O+]=C(C)C(=O)NC
5419,5531,dipole_change,*[NH+]=C(C#N)C(C)=O,*[O+]=C(C)C(=O)NC
5419,5535,dipole_change,*[NH+]=C(C#N)C(C)=O,*[O+]=C(C)C(=O)NC
5423,5425,dipole_change,*C(=O)OC,*C(=O)OC
5503,5504,dipole_change,*C,*C
5522,5523,dipole_change,*C,*C
5531,5535,dipole_change,*C,*C
5564,5565,dipole_change,*C,*C
5632,5637,dipole_change,*C,*C
5695,5697,dipole_change,*c1ccccc1,*c1ccccc1
5760,5761,dipole_change,*C(=O)OC,*C(=O)OC
5760,5916,dipole_change,*C,*C(=O)NC
5761,5916,dipole_change,*C,*C(=O)NC
5841,5842,dipole_change,*[O+]=C(C(C)=O)C(C)=O,*[O+]=C(C(C)=O)C(C)=O
5872,5875,dipole_change,*C(=O)OC,*C(=O)OC
5872,5880,dipole_change,*C(=O)NC,*C(=O)OC
5872,5882,dipole_change,*C(=O)NC,*C(=O)OC
5875,5880,dipole_change,*C(=O)NC,*C(=O)OC
5875,5882,dipole_change,*C(=O)NC,*C(=O)OC
5880,5882,dipole_change,*c1ccccc1,*c1ccccc1
5923,5925,dipole_change,*C,*C
5931,5932,dipole_change,*c1ccccc1,*c1ccccc1
3905,4147,dipole_change,*[C-](C#N)C(=O)OC,*[C-](C(C)=O)C(=O)NC
3905,4200,dipole_change,*[C-]([N+]#N)C(=O)OC,*C(C(=O)NC)=[N+](C)[NH-]
3905,4699,dipole_change,*C#N,*c1ccccc1
4147,4200,dipole_change,*[C-]([N+]#N)C(C)=O,*C(C#N)=[N+](C)[NH-]
4699,4793,dipole_change,*[C-]([N+]#N)C(=O)OC,*C(=[O+][NH-])C(=O)OC
3618,3635,dipole_change,*[c-]1[o+]noc1=O,*C(C)=[O+][N-]C#N
3618,4060,dipole_change,*[c-]1[o+]noc1=O,*C(C(C)=O)=[N+](C)[N-]C
3618,4169,dipole_change,*C,*C(=O)NC
3635,4060,dipole_change,*C(C)=[O+][N-]C#N,*C(C(C)=O)=[N+](C)[N-]C
5101,5708,dipole_change,*C#N,*c1ccccc1
3987,4472,dipole_change,*C(=[O+][O-])C(C)=O,*C(C(=O)NC)=[N+](C)[O-]
3891,3896,dipole_change,*C,*C
3891,4409,dipole_change,*C#N,*C(=O)NC
3891,4414,dipole_change,*C#N,*C(=O)NC
3891,4734,dipole_change,*C#N,*c1ccccc1
3891,4739,dipole_change,*C#N,*c1ccccc1
3896,4409,dipole_change,*C#N,*C(=O)NC
3896,4414,dipole_change,*C#N,*C(=O)NC
3896,4734,dipole_change,*C#N,*c1ccccc1
3896,4739,dipole_change,*C#N,*c1ccccc1
4283,4284,dipole_change,*C(=O)C(C)=[O+][C-](C)C,*C(=O)C(C)=[O+][C-](C)C
4283,4391,dipole_change,*C(C)=[O+][C-](C)C,*C(C#N)=[NH+][C-](C)C
4283,4392,dipole_change,*C(C)=[O+][C-](C)C,*C(C#N)=[NH+][C-](C)C
4283,4409,dipole_change,*C(C)=[O+][C-](C)C,*c1[nH+][c-](C)c(=O)o1
4283,4414,dipole_change,*C(C)=[O+][C-](C)C,*c1[nH+][c-](C)c(=O)o1
4283,4443,dipole_change,*C(C)=[O+][C-](C)C,*[c-]1[nH+]c(C)oc1=O
4283,4445,dipole_change,*C(C)=[O+][C-](C)C,*[c-]1[nH+]c(C)oc1=O
4283,4576,dipole_change,*C(C)=[O+][C-](C)C,*[c-]1[o+]c(C#N)oc1=O
4283,4577,dipole_change,*C(C)=[O+][C-](C)C,*[c-]1[o+]c(C#N)oc1=O
4284,4391,dipole_change,*C(C)=[O+][C-](C)C,*C(C#N)=[NH+][C-](C)C
4284,4392,dipole_change,*C(C)=[O+][C-](C)C,*C(C#N)=[NH+][C-](C)C
4284,4409,dipole_change,*C(C)=[O+][C-](C)C,*c1[nH+][c-](C)c(=O)o1
4284,4414,dipole_change,*C(C)=[O+][C-](C)C,*c1[nH+][c-](C)c(=O)o1
4284,4443,dipole_change,*C(C)=[O+][C-](C)C,*[c-]1[nH+]c(C)oc1=O
4284,4445,dipole_change,*C(C)=[O+][C-](C)C,*[c-]1[nH+]c(C)oc1=O
4284,4576,dipole_change,*C(C)=[O+][C-](C)C,*[c-]1[o+]c(C#N)oc1=O
4284,4577,dipole_change,*C(C)=[O+][C-](C)C,*[c-]1[o+]c(C#N)oc1=O
4391,4392,dipole_change,*C(C#N)=[NH+][C-](C)C,*C(C#N)=[NH+][C-](C)C
4391,4409,dipole_change,*C(C#N)=[NH+][C-](C)C,*c1[nH+][c-](C)c(=O)o1
4391,4414,dipole_change,*C(C#N)=[NH+][C-](C)C,*c1[nH+][c-](C)c(=O)o1
4391,4443,dipole_change,*C(C#N)=[NH+][C-](C)C,*[c-]1[nH+]c(C)oc1=O
4391,4445,dipole_change,*C(C#N)=[NH+][C-](C)C,*[c-]1[nH+]c(C)oc1=O
4391,4576,dipole_change,*C(C#N)=[NH+][C-](C)C,*[c-]1[o+]c(C#N)oc1=O
4391,4577,dipole_change,*C(C#N)=[NH+][C-](C)C,*[c-]1[o+]c(C#N)oc1=O
4392,4409,dipole_change,*C(C#N)=[NH+][C-](C)C,*c1[nH+][c-](C)c(=O)o1
4392,4414,dipole_change,*C(C#N)=[NH+][C-](C)C,*c1[nH+][c-](C)c(=O)o1
4392,4443,dipole_change,*C(C#N)=[NH+][C-](C)C,*[c-]1[nH+]c(C)oc1=O
4392,4445,dipole_change,*C(C#N)=[NH+][C-](C)C,*[c-]1[nH+]c(C)oc1=O
4392,4576,dipole_change,*C(C#N)=[NH+][C-](C)C,*[c-]1[o+]c(C#N)oc1=O
4392,4577,dipole_change,*C(C#N)=[NH+][C-](C)C,*[c-]1[o+]c(C#N)oc1=O
4409,4414,dipole_change,*NC,*NC
4409,4443,dipole_change,*c1[nH+][c-](C)c(=O)o1,*[c-]1[nH+]c(C)oc1=O
4409,4445,dipole_change,*c1[nH+][c-](C)c(=O)o1,*[c-]1[nH+]c(C)oc1=O
4409,4576,dipole_change,*c1[nH+][c-](C)c(=O)o1,*[c-]1[o+]c(C#N)oc1=O
4409,4577,dipole_change,*c1[nH+][c-](C)c(=O)o1,*[c-]1[o+]c(C#N)oc1=O
4409,4734,dipole_change,*C(=O)NC,*c1ccccc1
4409,4739,dipole_change,*C(=O)NC,*c1ccccc1
4414,4443,dipole_change,*c1[nH+][c-](C)c(=O)o1,*[c-]1[nH+]c(C)oc1=O
