rxn_id,ts_file,n_atoms,n_f1,n_f2,rel1_file,rel2_file,formed_d1,formed_d2
1397,TS_ts_guess_uOymIK_template_4-16_10-12.xyz,41,20,21,r0_C8ClH8NO2.xyz,r1_C9H8N2O2.xyz,2.595948801112996,1.8571891770630153
1398,TS_ts_guess_gXredu_template_15-23_16-17.xyz,51,30,21,r1_C14H13NO2.xyz,r0_C7H12N2.xyz,2.4854832139847574,2.5317002841766243
1399,TS_ts_guess_vMCUwr_template_4-23_10-17.xyz,51,30,21,r1_C14H13NO2.xyz,r0_C7H12N2.xyz,2.4667222653553846,2.6110143374175485
1400,TS_ts_guess_92yfGJ_template_4-22_10-17.xyz,51,30,21,r1_C14H13NO2.xyz,r0_C7H12N2.xyz,2.4651898805163066,2.559014204356826
1401,TS_ts_guess_uYfbNo_template_15-22_16-17.xyz,51,30,21,r1_C14H13NO2.xyz,r0_C7H12N2.xyz,2.525644142906914,2.492545299668594
1402,TS_ts_guess_N1JBYo_template_3-12_5-11.xyz,34,14,20,r0_C6H3NO4.xyz,r1_BrC8F2H9.xyz,2.566507084833393,2.3682079517643717
1403,TS_ts_guess_X0onQW_template_3-12_5-11.xyz,34,14,20,r0_C6H3NO4.xyz,r1_BrC8F2H9.xyz,2.50136322074584,2.348942145072969
1404,TS_5dWhBr_ll_ad_4-15_10-14.xyz,51,25,26,r1_C8H11N3O3.xyz,r0_C10FH15.xyz,2.535910277454627,2.4405356817100623
1405,TS_MVwCe6_ll_ad_4-15_10-14.xyz,51,25,26,r1_C8H11N3O3.xyz,r0_C10FH15.xyz,2.783036706549161,2.3917463311354745
1406,TS_ts_guess_fvkx3W_template_4-23_6-13.xyz,46,23,23,r0_C10H10N2O.xyz,r1_C9H10O4.xyz,2.41145472920393,2.5049432530298965
1407,TS_ts_guess_ieapPU_template_4-21_6-13.xyz,46,23,23,r0_C10H10N2O.xyz,r1_C9H10O4.xyz,2.834793866968108,2.19996077985495
1408,TS_ts_guess_eGFcGK_template_4-25_6-13.xyz,46,23,23,r0_C10H10N2O.xyz,r1_C9H10O4.xyz,2.6598190186928137,2.352665042159636
1409,TS_ts_guess_34ZkJt_template_4-25_6-13.xyz,46,23,23,r0_C10H10N2O.xyz,r1_C9H10O4.xyz,2.590918589130118,2.404523702295321
1410,TS_ts_guess_ePRWfb_template_4-21_7-13.xyz,37,24,13,r0_C8H11N3O2.xyz,r1_BrC6FH4O.xyz,2.276463673968904,2.520794324870635
1412,TS_eqUy09_ll_ad_4-20_7-13.xyz,37,24,13,r0_C8H11N3O2.xyz,r1_BrC6FH4O.xyz,2.4320378628837176,2.3775072503780086
1413,TS_PY41AN_hl_ad_4-20_7-13.xyz,37,24,13,r0_C8H11N3O2.xyz,r1_BrC6FH4O.xyz,2.303069609673142,2.6439205707622913
1414,TS_XedCU9_ll_ad_3-5_8-21.xyz,45,16,29,r0_C6F2H6O2.xyz,r1_C14H13NO.xyz,2.3007628623132805,2.8386195102197123
1415,TS_ts_guess_zyx9WV_template_4-19_6-9.xyz,40,20,20,r0_C6H11NO2.xyz,r1_BrC8F3H8.xyz,2.1497025406785935,2.676699653696694
1416,TS_ts_guess_QWt9NF_template_4-16_6-9.xyz,40,20,20,r0_C6H11NO2.xyz,r1_BrC8F3H8.xyz,2.4077382701199066,2.391851318142497
1417,TS_ts_guess_wLPZOG_template_15-22_16-17.xyz,47,31,16,r1_C13H14N2O2.xyz,r0_C5H7N3O.xyz,2.2820282145495043,2.2488961431333374
1418,TS_ts_guess_w7sJoE_template_15-23_16-17.xyz,47,31,16,r1_C13H14N2O2.xyz,r0_C5H7N3O.xyz,2.187488768794025,2.234788257061505
1420,TS_ts_guess_wxO_Qg_template_4-16_10-11.xyz,46,19,27,r1_C8H8O3.xyz,r0_C12H12O3.xyz,2.7184090462069905,2.596435665773369
1423,TS_ts_guess_kPl6Ru_template_4-22_10-13.xyz,49,25,24,r1_C10H12N2O.xyz,r0_C9H11N3O.xyz,2.013186508548078,2.2633193317338143
1424,TS_ts_guess_ILXRIQ_template_4-19_10-13.xyz,49,25,24,r1_C10H12N2O.xyz,r0_C9H11N3O.xyz,2.2495393532232324,1.9907772464291429
1426,TS_MjjcVD_hl_ad_4-16_6-9.xyz,33,20,13,r1_C6H11NO2.xyz,r0_Br2C6H4O.xyz,2.777038752016255,2.764598836974363
1427,TS_ts_guess_URAswJ_template_3-12_5-11.xyz,49,17,32,r0_C7H6N2O2.xyz,r1_C13H17NO.xyz,2.1566041005710805,2.907655654939216
1428,TS_ts_guess_2zmvWO_template_3-12_5-11.xyz,49,17,32,r0_C7H6N2O2.xyz,r1_C13H17NO.xyz,2.2045669498112326,2.73473473415613
1429,TS_ts_guess_TcNFAH_template_4-18_5-10.xyz,40,14,26,r0_C5F3H4NO.xyz,r1_C8H11N3O4.xyz,2.468963128299003,2.0917756161930945
1430,TS_ts_guess_c2qFC8_template_4-18_5-10.xyz,40,14,26,r0_C5F3H4NO.xyz,r1_C8H11N3O4.xyz,2.1571424618925845,2.2470236171656053
1431,TS_ts_guess_sZZC4T_template_2-4_9-22.xyz,52,20,32,r0_C6H12O2.xyz,r1_C16H14N2.xyz,2.2488275394302693,2.415116393778983
1432,TS_ts_guess_IRZGQK_template_13-23_14-15.xyz,50,33,17,r0_C13H18O2.xyz,r1_C7H6N4.xyz,2.74925323469847,1.8828787098748554
1433,TS_ts_guess_95GeM6_template_13-19_14-15.xyz,50,33,17,r0_C13H18O2.xyz,r1_C7H6N4.xyz,2.041968355974206,2.1434039453635423
1434,TS_Iix3mK_ll_ad_4-20_9-14.xyz,51,28,23,r0_C9H14N2O3.xyz,r1_C9H12O2.xyz,2.386402426938927,2.302860440973356
1435,TS_B2eWpN_ll_ad_4-24_9-14.xyz,51,28,23,r0_C9H14N2O3.xyz,r1_C9H12O2.xyz,2.358265367786246,2.3538428819698227
1437,TS_ts_guess_wZuBCw_template_4-16_9-13.xyz,40,22,18,r0_C7H9NO5.xyz,r1_C6F2H6O4.xyz,2.6039399268224295,2.157453216781305
1438,TS_ts_guess_K2SmXG_template_13-14_18-25.xyz,40,23,17,r1_C9F3H8NO2.xyz,r0_C6H6N4O.xyz,2.397869292476135,2.4715661581070414
1439,TS_ts_guess_cDQ15u_template_4-21_8-11.xyz,40,17,23,r0_C6H6N4O.xyz,r1_C9F3H8NO2.xyz,2.5119694622944757,2.2883091518848584
1440,TS_ts_guess_2C6ylf_template_13-19_14-15.xyz,40,23,17,r1_C9F3H8NO2.xyz,r0_C6H6N4O.xyz,2.4437485089304913,2.3349454176489863
1441,TS_ts_guess_GZ5F-W_template_4-21_8-11.xyz,40,17,23,r0_C6H6N4O.xyz,r1_C9F3H8NO2.xyz,2.6558596988169385,2.2897107849682676
1442,TS_dxFs4I_ll_ad_4-25_9-16.xyz,43,29,14,r0_C10H13NO5.xyz,r1_C7FH4NO.xyz,2.8648879681760677,2.3378765115377673
1445,TS_ts_guess_RztDda_template_4-24_9-16.xyz,43,29,14,r0_C10H13NO5.xyz,r1_C7FH4NO.xyz,2.546253569737311,2.6134766951514985
1446,TS_ts_guess_fQRvji_template_10-15_11-12.xyz,40,19,21,r1_BrC8H7O3.xyz,r0_C7H11NO2.xyz,2.484982581266919,2.2779509374435616
1447,TS_ts_guess_GtDvRk_template_4-5_8-15.xyz,40,19,21,r1_BrC8H7O3.xyz,r0_C7H11NO2.xyz,2.2351946829079568,2.4143294433858857
1448,TS_ts_guess_sT07d7_template_4-15_10-12.xyz,40,19,21,r1_BrC8H7O3.xyz,r0_C7H11NO2.xyz,2.595184756004859,2.18163470610916
1449,TS_ts_guess_K6WYQa_template_10-11_14-21.xyz,40,19,21,r1_BrC8H7O3.xyz,r0_C7H11NO2.xyz,2.1960530854694746,2.499787547832815
1450,TS_ts_guess_ktkOtM_template_4-6_17-18.xyz,42,23,19,r0_C8H10N4O.xyz,r1_C8ClH7O3.xyz,2.2632898449160237,2.432751863158263
1451,TS_ts_guess_0_aAlE_template_4-20_8-13.xyz,42,23,19,r0_C8H10N4O.xyz,r1_C8ClH7O3.xyz,2.4993476282822287,2.357805501117512
1452,TS_ts_guess_Oyv8ET_template_4-23_8-13.xyz,42,23,19,r0_C8H10N4O.xyz,r1_C8ClH7O3.xyz,2.3467001745216622,2.504574140367979
1453,TS_S4W_VH_ll_ad_4-6_17-18.xyz,42,23,19,r0_C8H10N4O.xyz,r1_C8ClH7O3.xyz,2.247017871691278,2.486069109699085
1454,TS_ts_guess_HNokBa_template_4-21_8-15.xyz,50,29,21,r0_C12H12N2O3.xyz,r1_C8H12O.xyz,2.133561337716823,2.3400711958613565
1455,TS_ts_guess_Sc4wcQ_template_4-25_8-17.xyz,50,29,21,r0_C12H12N2O3.xyz,r1_C8H12O.xyz,2.0075758687033476,2.9209996924683166
1456,TS_os4AUa_hl_ad_4-19_8-9.xyz,45,15,30,r0_C5H6N2O2.xyz,r1_C14F3H13.xyz,2.8111620577618788,2.143201276152102
1457,TS_3cmpER_hl_ad_4-21_8-9.xyz,45,15,30,r0_C5H6N2O2.xyz,r1_C14F3H13.xyz,2.5758026345587894,2.1846889266209044
1458,TS_ts_guess_TXaM35_template_4-9_13-20.xyz,50,28,22,r1_C8H14N2O4.xyz,r0_C7H11N3O.xyz,1.9387447124879542,2.984144992556494
1459,TS_ts_guess_EMlA0c_template_4-16_9-11.xyz,50,22,28,r0_C7H11N3O.xyz,r1_C8H14N2O4.xyz,2.8675012265908446,1.9827789545988226
1460,TS_ts_guess_twuJwO_template_4-22_10-13.xyz,44,21,23,r1_C6H8N4O3.xyz,r0_C10H10O3.xyz,2.3933304394922152,2.0750590285097914
1461,TS_ts_guess_lHlKKO_template_4-25_10-13.xyz,44,21,23,r1_C6H8N4O3.xyz,r0_C10H10O3.xyz,2.3613027638784487,2.1185068872439383
1462,TS_ts_guess_WUNAht_template_4-23_12-15.xyz,47,24,23,r1_C11H9N3O.xyz,r0_C10H11NO.xyz,2.853184889960691,2.223241972503218
1463,TS_jNw-Is_ll_ad_4-24_12-15.xyz,47,24,23,r1_C11H9N3O.xyz,r0_C10H11NO.xyz,2.8927049986301747,2.0956898828786668
1464,TS_ts_guess_MilI5w_template_14-21_15-16.xyz,46,30,16,r1_C12H14N2O2.xyz,r0_C6H6O4.xyz,2.354288653054251,2.345184320858384
1465,TS_ts_guess_SEPKxz_template_14-21_15-16.xyz,46,30,16,r1_C12H14N2O2.xyz,r0_C6H6O4.xyz,2.2683402980373115,2.511011073193426
1466,TS_ts_guess_kQv65Z_template_4-5_13-16.xyz,44,22,22,r0_C9F3H7O3.xyz,r1_C10H11N.xyz,2.2889374331772374,2.846204914689032
1468,TS_ts_guess_ZY8ssq_template_13-23_14-15.xyz,44,22,22,r0_C9F3H7O3.xyz,r1_C10H11N.xyz,2.7039299418439082,2.5025909123746133
1469,TS_ts_guess_ZhfRTY_template_13-14_22-25.xyz,44,22,22,r0_C9F3H7O3.xyz,r1_C10H11N.xyz,2.504133252844185,2.733935679034896
1470,TS_ts_guess_UlX-ZR_template_3-4_5-6.xyz,46,15,31,r1_C4H6N4O.xyz,r0_C13FH14NO2.xyz,2.1693824960112496,2.2503869598138
1471,TS_ts_guess_XHPKQe_template_3-4_5-6.xyz,46,15,31,r1_C4H6N4O.xyz,r0_C13FH14NO2.xyz,2.104258512255564,2.3698327308483185
1472,TS_ts_guess_l7J5o9_template_4-17_10-12.xyz,51,26,25,r0_C10H14O2.xyz,r1_C11H11NO2.xyz,2.643839296969466,2.0587801628148648
1473,TS_ts_guess_vSXZbb_template_4-22_10-12.xyz,51,26,25,r0_C10H14O2.xyz,r1_C11H11NO2.xyz,2.040668198630047,2.430696614964525
1474,TS_ts_guess_qhLeyI_template_3-14_4-6.xyz,38,9,29,r0_BrC4H3O.xyz,r1_C13H12N2O2.xyz,2.6659241652192587,2.190299556818656
1475,TS_ts_guess_m-I-MP_template_3-16_4-6.xyz,38,9,29,r0_BrC4H3O.xyz,r1_C13H12N2O2.xyz,2.5087144505104604,2.283415427687218
1476,TS_ts_guess_WtXkt3_template_10-20_11-12.xyz,40,19,21,r0_C8ClH7O3.xyz,r1_C8H8N2O3.xyz,2.325694409375402,2.4112069183087543
1477,TS_JFBrCn_hl_ad_4-23_6-13.xyz,40,21,19,r1_C8H8N2O3.xyz,r0_C8ClH7O3.xyz,2.4254997845804893,2.391507680167471
1478,TS_ts_guess_YNiUzE_template_10-18_11-12.xyz,40,19,21,r0_C8ClH7O3.xyz,r1_C8H8N2O3.xyz,2.458677475778391,2.390195699979397
1479,TS_XqLWBz_ll_ad_4-20_6-13.xyz,40,21,19,r1_C8H8N2O3.xyz,r0_C8ClH7O3.xyz,2.279834457784161,2.2814323311682947
1480,TS_30jfr0_ll_ad_3-19_7-14.xyz,39,23,16,r1_C11H9NO2.xyz,r0_C6Cl2H6O2.xyz,2.62669219829808,2.167934796920793
1481,TS_ts_guess_rpbW9q_template_4-24_6-11.xyz,41,18,23,r0_C4H7N3O4.xyz,r1_C12ClH9O.xyz,2.7390680338027384,2.3887983250161575
1482,TS_ts_guess_BA8Vbj_template_4-24_6-11.xyz,41,18,23,r0_C4H7N3O4.xyz,r1_C12ClH9O.xyz,2.7988024430638188,2.4204717202438037
1484,TS_m0a9SJ_hl_ad_4-18_6-11.xyz,41,18,23,r0_C4H7N3O4.xyz,r1_C12ClH9O.xyz,2.983804399721939,2.5244128142203683
1487,TS_ts_guess_eSfRKs_template_4-14_6-13.xyz,53,22,31,r1_C9H9N3O.xyz,r0_C12H18O.xyz,2.4463232411927907,2.4937610023015435
1490,TS_ts_guess_z1O-ik_template_4-23_10-17.xyz,44,30,14,r1_C14H13NO2.xyz,r0_C6H4N2O2.xyz,2.3591151524459337,2.8489506856560367
1491,TS_ts_guess_ESiWC__template_4-22_10-17.xyz,44,30,14,r1_C14H13NO2.xyz,r0_C6H4N2O2.xyz,2.4852680254853805,2.540555146282009
1492,TS_ts_guess_Lgy3sq_template_4-20_7-13.xyz,51,27,24,r1_C8H14N2O3.xyz,r0_C9FH12NO.xyz,2.4047303585641364,2.391283890193718
1493,TS_ts_guess_tx1bHT_template_4-23_7-13.xyz,51,27,24,r1_C8H14N2O3.xyz,r0_C9FH12NO.xyz,2.235944497611692,2.5919216899050017
1494,TS_ts_guess_RJ5gz0_template_4-22_8-15.xyz,38,24,14,r1_C11H9N3O.xyz,r0_BrC8H5.xyz,2.398205110827679,2.409551590835938
1495,TS_ts_guess_jJSdsB_template_4-17_8-15.xyz,38,24,14,r1_C11H9N3O.xyz,r0_BrC8H5.xyz,2.7617503121571287,2.2643294385976613
1496,TS_ts_guess_c1v_Pw_template_3-25_6-11.xyz,36,17,19,r0_C7H6N2O2.xyz,r1_C8F6H4O.xyz,2.4699128174492313,2.6610692073112263
1497,TS_ts_guess_0ZCAo1_template_3-21_6-11.xyz,36,17,19,r0_C7H6N2O2.xyz,r1_C8F6H4O.xyz,2.6048818894145658,2.4688057491426902
1498,TS_8BhfLd_hl_ad_4-20_10-12.xyz,39,19,20,r0_C8ClH7O3.xyz,r1_C10H6N2O2.xyz,2.194436231016978,2.3626836072991235
1499,TS_ts_guess_L2T9-b_template_10-20_11-12.xyz,39,19,20,r0_C8ClH7O3.xyz,r1_C10H6N2O2.xyz,2.1615995509344463,2.498460775917845
1500,TS_ts_guess_Sley7P_template_10-16_11-12.xyz,39,19,20,r0_C8ClH7O3.xyz,r1_C10H6N2O2.xyz,2.4629565721506337,2.176311789634013
1501,TS_Gy0BtL_hl_ad_4-16_10-12.xyz,39,19,20,r0_C8ClH7O3.xyz,r1_C10H6N2O2.xyz,2.6065745382397947,2.1628674629065925
1504,TS_ts_guess_9y0Xyt_template_12-22_13-14.xyz,46,25,21,r0_C10H11NO3.xyz,r1_C7H9NO4.xyz,2.1157458734451073,2.4265163488837245
1505,TS_ts_guess_6Efe4X_template_4-19_10-14.xyz,46,25,21,r0_C10H11NO3.xyz,r1_C7H9NO4.xyz,1.9388876762205696,2.813747743597496
1506,TS_ts_guess_k0bAfK_template_4-22_10-14.xyz,46,25,21,r0_C10H11NO3.xyz,r1_C7H9NO4.xyz,2.011251388663287,2.662681539313329
1507,TS_ts_guess_qOtl9P_template_12-19_13-14.xyz,46,25,21,r0_C10H11NO3.xyz,r1_C7H9NO4.xyz,2.6444327957806,2.0098315362985026
1508,TS_ts_guess_MmDoCX_template_4-20_6-13.xyz,44,24,20,r1_C8H11NO4.xyz,r0_BrC8H11.xyz,2.3060632981338567,2.5986384888244847
1509,TS_ts_guess_Ks_GrF_template_4-20_6-13.xyz,44,24,20,r1_C8H11NO4.xyz,r0_BrC8H11.xyz,2.0471669663952667,2.605448933869171
1510,TS_ts_guess_niZ0Jh_template_9-25_10-11.xyz,47,21,26,r0_C9ClH10N.xyz,r1_C13H11NO.xyz,1.9015278816257204,2.525134756760518
1511,TS_ts_guess_ltyjyS_template_9-13_10-11.xyz,47,21,26,r0_C9ClH10N.xyz,r1_C13H11NO.xyz,2.3221272838929394,1.9670375378472065
1512,TS_ts_guess_1scoma_template_4-22_10-13.xyz,46,24,22,r0_C9H11NO3.xyz,r1_C7H9N3O3.xyz,2.159380288091933,2.6594963030619163
1513,TS_ts_guess_wsLxx6_template_4-19_10-13.xyz,46,24,22,r0_C9H11NO3.xyz,r1_C7H9N3O3.xyz,2.520963925049305,2.2215584643893576
1514,TS_ts_guess_1M_oKL_template_11-19_12-13.xyz,46,24,22,r0_C9H11NO3.xyz,r1_C7H9N3O3.xyz,2.636737626992872,2.280028616750237
1515,TS_ts_guess_kXa0mJ_template_11-22_12-13.xyz,46,24,22,r0_C9H11NO3.xyz,r1_C7H9N3O3.xyz,2.2127866508997203,2.4868534685823365
1516,TS_ts_guess_pyRPwr_template_10-18_11-12.xyz,41,20,21,r0_C8FH8NO2.xyz,r1_C7H7NO6.xyz,2.4907564585282116,2.0886012771469815
1517,TS_ts_guess_HrJtsJ_template_4-18_10-12.xyz,41,20,21,r0_C8FH8NO2.xyz,r1_C7H7NO6.xyz,2.544473568048998,2.12119841931395
1518,TS_ts_guess_P__GSd_template_10-18_11-12.xyz,41,20,21,r0_C8FH8NO2.xyz,r1_C7H7NO6.xyz,2.0783838009616993,2.5227804175948405
1519,TS_ts_guess_zLrCLx_template_4-18_10-12.xyz,41,20,21,r0_C8FH8NO2.xyz,r1_C7H7NO6.xyz,2.2476477814372964,2.2394875416934115
1520,TS_ts_guess_wPV9Wr_template_3-24_9-14.xyz,48,21,27,r0_C9F3H7O2.xyz,r1_C11H15N.xyz,3.0234042914569,3.349600074173035
1521,TS_ts_guess_Io71iZ_template_12-18_13-14.xyz,48,21,27,r0_C9F3H7O2.xyz,r1_C11H15N.xyz,2.746106204683279,2.6277338768414125
1523,TS_ts_guess_nYMgbY_template_12-13_17-25.xyz,48,21,27,r0_C9F3H7O2.xyz,r1_C11H15N.xyz,2.6293695741374967,2.7947906795858612
1524,TS_rC6C9j_ll_ad_4-21_6-9.xyz,40,13,27,r1_C3H4N4O2.xyz,r0_BrC13H13.xyz,2.0017589895139727,2.45206926657874
1526,TS_mIW63k_ll_ad_4-20_8-13.xyz,34,17,17,r0_C7H4N4O2.xyz,r1_BrC7ClH8.xyz,2.4030656618161728,2.411052826816534
1527,TS_eaasJf_ll_ad_4-20_8-13.xyz,34,17,17,r0_C7H4N4O2.xyz,r1_BrC7ClH8.xyz,2.3897358691495594,2.429944526897682
1528,TS_ts_guess_s_k8fN_template_4-10_7-9.xyz,48,20,28,r1_C6H11NO2.xyz,r0_C11Cl2H14O.xyz,2.715757662568588,2.646725878307007
1529,TS_ts_guess_rbfq0q_template_4-10_7-9.xyz,48,20,28,r1_C6H11NO2.xyz,r0_C11Cl2H14O.xyz,2.5108602553109165,2.493419526393423
1530,TS_ts_guess_z37RCK_template_4-5_7-20.xyz,52,26,26,r1_C10H14O2.xyz,r0_C14H11N.xyz,2.1905958185388745,2.7767313343029785
1531,TS_ts_guess_UxF8di_template_4-14_10-12.xyz,52,26,26,r1_C10H14O2.xyz,r0_C14H11N.xyz,3.05453997179608,2.331200486723525
1534,TS_ts_guess_RM2Lv7_template_12-19_13-14.xyz,45,31,14,r0_C12ClH17O.xyz,r1_C6H3NO4.xyz,2.3676934402282743,2.584020130920036
1535,TS_ts_guess_j9oP1O_template_12-20_13-14.xyz,45,31,14,r0_C12ClH17O.xyz,r1_C6H3NO4.xyz,2.7069815653047957,2.227562378498075
1536,TS_ts_guess_9U-P1S_template_3-24_6-16.xyz,50,31,19,r0_C13H15NO2.xyz,r1_C9H8N2.xyz,2.409102470776202,2.477525523440677
1537,TS_ts_guess_PU4gEO_template_5-6_14-27.xyz,49,13,36,r1_C6H6O.xyz,r0_C20H15N.xyz,2.385378636715773,2.750282547248555
1538,TS_ts_guess_QBkkb3_template_4-7_10-14.xyz,45,35,10,r1_C14H15N3O3.xyz,r0_C5H3NO.xyz,2.410996787140124,2.2652805131373905
1539,TS_ts_guess_9GahTl_template_4-7_11-14.xyz,45,35,10,r1_C14H15N3O3.xyz,r0_C5H3NO.xyz,2.2492560527650025,2.630961840297194
1540,TS_ts_guess_8QFBQ-_template_4-5_10-17.xyz,47,27,20,r1_C8H13N3O3.xyz,r0_C7H8N4O.xyz,2.045796833534552,2.5869705159123866
1541,TS_ts_guess_Kk6y-L_template_4-19_5-14.xyz,47,27,20,r1_C8H13N3O3.xyz,r0_C7H8N4O.xyz,2.1737066088596224,2.3018084546938304
1542,TS_ts_guess_wxigc__template_2-6_14-15.xyz,49,35,14,r0_C17H16N2.xyz,r1_C7H5NO.xyz,2.3717666295190174,2.6057349078906706
1543,TS_ts_guess_XFgOAv_template_2-15_21-24.xyz,49,35,14,r0_C17H16N2.xyz,r1_C7H5NO.xyz,2.4474284722949515,2.7269907860680425
1544,TS_ts_guess_lM_ezi_template_2-6_12-15.xyz,49,35,14,r0_C17H16N2.xyz,r1_C7H5NO.xyz,2.2610319547277524,3.1459535105751324
1545,TS_ts_guess_Uwd8tD_template_2-6_14-15.xyz,49,35,14,r0_C17H16N2.xyz,r1_C7H5NO.xyz,2.3818966337563854,2.582253821625597
1546,TS_ts_guess_-d2Sac_template_17-22_18-19.xyz,48,37,11,r0_C14FH18NO3.xyz,r1_C3H4N2O2.xyz,2.2104464850568086,2.1586802839003276
1547,TS_ts_guess_WkHDjI_template_17-21_18-19.xyz,48,37,11,r0_C14FH18NO3.xyz,r1_C3H4N2O2.xyz,2.121232842782706,2.216169436595496
1549,TS_ts_guess_qMgiGL_template_4-22_12-13.xyz,41,24,17,r1_C10H11NO2.xyz,r0_BrC7H7O2.xyz,2.880117348789802,2.5040988351700495
1550,TS_ts_guess_5poWVK_template_4-22_12-13.xyz,41,24,17,r1_C10H11NO2.xyz,r0_BrC7H7O2.xyz,2.7652145627600038,2.573114857074981
1551,TS_L1wLwG_ll_ad_4-20_12-13.xyz,41,24,17,r1_C10H11NO2.xyz,r0_BrC7H7O2.xyz,3.0402371685445857,2.7276920282355928
1552,TS_ts_guess_JiSaIp_template_4-24_5-10.xyz,51,17,34,r1_C6H7NO3.xyz,r0_C16H17N.xyz,2.251132966597042,2.81902859641402
1553,TS_ts_guess_CsnyUO_template_4-14_5-10.xyz,51,17,34,r1_C6H7NO3.xyz,r0_C16H17N.xyz,2.314843530457296,2.6033806831502764
1554,TS_BPFh-q_hl_ad_4-5_10-16.xyz,50,30,20,r0_C11H15NO3.xyz,r1_C7H9NO3.xyz,2.142537263409904,2.6610566639213076
1555,TS_ts_guess_wNkx28_template_4-20_10-15.xyz,50,30,20,r0_C11H15NO3.xyz,r1_C7H9NO3.xyz,2.574176477497221,2.168419404866134
1556,TS_ts_guess_q2AxgP_template_4-23_7-16.xyz,45,27,18,r0_C11H11N3O2.xyz,r1_C8ClH8N.xyz,2.081086823248852,2.4182441674901236
1557,TS_ts_guess_NLjLSD_template_4-24_7-16.xyz,45,27,18,r0_C11H11N3O2.xyz,r1_C8ClH8N.xyz,2.030366184977478,2.63962855381207
1558,TS_diH8Iv_hl_ad_4-14_6-9.xyz,32,16,16,r1_C5H7N3O.xyz,r0_Br2C6H6O2.xyz,2.843379528413328,2.2192750963546635
1559,TS_ts_guess_G5wPDm_template_4-24_8-17.xyz,46,29,17,r0_C9H12N4O4.xyz,r1_C7F2H8.xyz,2.461380577338661,2.361456525473209
1560,TS_ts_guess_cw5EOo_template_4-20_6-13.xyz,52,25,27,r0_C10H12N2O.xyz,r1_C13FH13.xyz,2.64841469383101,2.2112714795565016
1561,TS_ts_guess_imAv99_template_4-25_6-13.xyz,52,25,27,r0_C10H12N2O.xyz,r1_C13FH13.xyz,2.3352349223365088,2.518846880161634
1562,TS_ts_guess_TdV9dJ_template_4-23_11-14.xyz,48,26,22,r1_C8H12N4O2.xyz,r0_C9ClH11O.xyz,2.351487573452175,2.2739768918350953
1563,TS_ts_guess_SaZr10_template_4-21_11-14.xyz,48,26,22,r1_C8H12N4O2.xyz,r0_C9ClH11O.xyz,2.6254196517128454,2.1217883420360284
1564,TS_ts_guess_O_66LK_template_4-26_6-10.xyz,48,19,29,r0_C6H9N3O.xyz,r1_C14H12O3.xyz,2.382261823519825,2.5613188243559217
1565,TS_ts_guess_u7Ior1_template_4-26_6-10.xyz,48,19,29,r0_C6H9N3O.xyz,r1_C14H12O3.xyz,2.3946937289766304,2.5423354532791302
1566,TS_ts_guess_97dqZE_template_4-20_6-10.xyz,48,19,29,r0_C6H9N3O.xyz,r1_C14H12O3.xyz,2.27501375857378,2.5041376322798232
1567,TS_ts_guess_Gja-cc_template_4-22_6-10.xyz,48,19,29,r0_C6H9N3O.xyz,r1_C14H12O3.xyz,2.3221957716997075,2.5242059372008456
1568,TS_ts_guess_1PVBZJ_template_3-17_9-11.xyz,45,22,23,r0_C9ClH11O.xyz,r1_C11H8N2O2.xyz,2.7390725851828024,2.0290629858138955
1569,TS_ts_guess_rX5gJK_template_3-21_9-11.xyz,45,22,23,r0_C9ClH11O.xyz,r1_C11H8N2O2.xyz,2.114498815819011,2.251740275120557
1570,TS_ts_guess_G9icmO_template_2-5_10-14.xyz,50,34,16,r1_C16H16O2.xyz,r0_C6H7NO2.xyz,2.033848687218398,2.886623500389339
1571,TS_ts_guess_xT5XZB_template_2-5_10-14.xyz,50,34,16,r1_C16H16O2.xyz,r0_C6H7NO2.xyz,2.4707237027842672,2.2176595403713346
1572,TS_ts_guess_LEM1Od_template_4-23_10-15.xyz,44,23,21,r0_C9F3H8NO2.xyz,r1_C7H10N2O2.xyz,2.388327095541982,2.781886554642371
1573,TS_ts_guess_CIpF0E_template_13-20_14-15.xyz,44,23,21,r0_C9F3H8NO2.xyz,r1_C7H10N2O2.xyz,2.415678366049587,2.388526124914693
1574,TS_ts_guess_dXwXuG_template_13-14_19-25.xyz,44,23,21,r0_C9F3H8NO2.xyz,r1_C7H10N2O2.xyz,2.272439808883835,2.7623385687493123
1575,TS_ts_guess_a4lZ10_template_4-20_10-15.xyz,44,23,21,r0_C9F3H8NO2.xyz,r1_C7H10N2O2.xyz,2.7074315625514895,2.342060608801574
1576,TS_ts_guess_c8Eg5G_template_4-20_8-13.xyz,47,27,20,r1_C8H14N2O3.xyz,r0_BrC8H11.xyz,2.446832715123778,2.3908385037471684
1577,TS_ts_guess_Ll5O8k_template_4-20_8-13.xyz,47,27,20,r1_C8H14N2O3.xyz,r0_BrC8H11.xyz,2.4651351149582044,2.3597546374782272
1578,TS_ts_guess_Nb177F_template_3-22_8-15.xyz,40,26,14,r1_C12H11NO2.xyz,r0_BrC8H5.xyz,2.441514687750209,2.319260207781783
1579,TS_vs_D0Z_ll_ad_3-17_8-15.xyz,40,26,14,r1_C12H11NO2.xyz,r0_BrC8H5.xyz,2.770385697876742,2.2366904837504897
