reaction_id,family,quartile,delta_Ea,source
qmrxn20_sn2_A_B_D_E_C_B,sn2,0,10.47425507630967,reuse
qmrxn20_sn2_A_B_E_A_A_D,sn2,3,36.44381394520358,reuse
qmrxn20_sn2_A_B_E_A_B_A,sn2,0,3.6514074162268977,reuse
qmrxn20_sn2_A_B_E_E_A_A,sn2,0,2.959946444958547,reuse
qmrxn20_sn2_A_C_A_B_A_B,sn2,1,15.937936135189146,reuse
qmrxn20_sn2_A_C_A_B_A_C,sn2,3,33.33724538539421,reuse
qmrxn20_sn2_A_C_A_B_B_B,sn2,0,7.10973381444389,reuse
qmrxn20_sn2_A_C_A_C_C_B,sn2,0,3.5775466953863626,reuse
qmrxn20_sn2_A_C_B_A_A_A,sn2,0,5.00345111436486,reuse
qmrxn20_sn2_A_C_B_B_A_A,sn2,0,2.2512371796960746,reuse
qmrxn20_sn2_A_C_B_E_A_C,sn2,2,28.72361955618566,reuse
qmrxn20_sn2_A_C_E_D_A_C,sn2,3,40.06303833324513,reuse
qmrxn20_sn2_A_D_A_B_A_A,sn2,2,22.078945989226508,reuse
qmrxn20_sn2_A_D_A_C_A_D,sn2,3,48.91345803081203,reuse
qmrxn20_sn2_A_D_A_D_A_C,sn2,3,44.3574696341465,reuse
qmrxn20_sn2_A_D_B_A_A_D,sn2,3,49.29962750055748,reuse
qmrxn20_sn2_A_D_B_C_C_B,sn2,0,2.7073197712593675,reuse
qmrxn20_sn2_A_D_B_E_B_A,sn2,1,15.018593808168417,reuse
qmrxn20_sn2_A_D_B_E_C_A,sn2,0,11.102683687779308,reuse
qmrxn20_sn2_A_D_C_A_B_A,sn2,1,12.779552487201382,reuse
qmrxn20_sn2_A_D_C_D_A_A,sn2,2,22.53862108911154,reuse
qmrxn20_sn2_A_D_C_D_C_A,sn2,0,8.395615092294362,reuse
qmrxn20_sn2_A_D_C_E_C_B,sn2,1,13.298757827365192,reuse
qmrxn20_sn2_A_D_D_B_C_A,sn2,1,11.449015396787802,reuse
qmrxn20_sn2_A_D_E_B_A_D,sn2,3,46.770273588001984,reuse
qmrxn20_sn2_A_E_A_A_A_B,sn2,2,31.52148911797136,reuse
qmrxn20_sn2_A_E_A_A_A_C,sn2,3,49.40893298365251,reuse
qmrxn20_sn2_A_E_A_B_B_B,sn2,2,19.76089892694944,reuse
qmrxn20_sn2_A_E_A_C_A_C,sn2,3,48.11973879843416,reuse
qmrxn20_sn2_A_E_A_D_B_B,sn2,1,13.265342563524602,reuse
qmrxn20_sn2_A_E_A_E_B_B,sn2,2,20.250665724605035,reuse
qmrxn20_sn2_A_E_B_A_A_B,sn2,3,32.92678588111615,reuse
qmrxn20_sn2_A_E_B_B_A_A,sn2,2,20.07138383065195,reuse
qmrxn20_sn2_A_E_B_C_A_A,sn2,2,23.557704427991677,reuse
qmrxn20_sn2_A_E_B_C_B_A,sn2,1,14.577885777637116,reuse
qmrxn20_sn2_A_E_B_C_C_B,sn2,1,17.144729331743168,reuse
qmrxn20_sn2_A_E_B_E_A_B,sn2,3,35.227201221123714,reuse
qmrxn20_sn2_A_E_C_B_A_D,sn2,3,50.68471071025545,reuse
qmrxn20_sn2_A_E_C_B_C_A,sn2,0,-2.5895595507750904,reuse
qmrxn20_sn2_A_E_C_B_C_B,sn2,2,21.128137928761973,reuse
qmrxn20_sn2_A_E_C_C_A_B,sn2,3,32.82821224575925,reuse
qmrxn20_sn2_B_A_E_B_A_A,sn2,1,12.732845916676476,reuse
qmrxn20_sn2_B_A_E_E_B_D,sn2,2,30.12018038604865,reuse
qmrxn20_sn2_B_B_D_D_A_A,sn2,0,-4.661985841960231,reuse
qmrxn20_sn2_B_C_C_E_A_C,sn2,2,20.77123899876886,reuse
qmrxn20_sn2_B_C_C_E_B_B,sn2,0,8.077351708499862,reuse
qmrxn20_sn2_B_C_D_A_B_B,sn2,0,0.3917791627009915,reuse
qmrxn20_sn2_B_C_D_E_A_A,sn2,0,3.4262147115968995,reuse
qmrxn20_sn2_B_C_E_C_B_C,sn2,1,18.259044791802356,reuse
qmrxn20_sn2_B_D_B_A_A_B,sn2,1,16.276038787034082,reuse
qmrxn20_sn2_B_D_C_C_B_B,sn2,0,3.6063260790509046,reuse
qmrxn20_sn2_B_D_C_D_A_C,sn2,3,41.063426482501285,reuse
qmrxn20_sn2_B_D_C_D_B_A,sn2,0,5.173124845021366,reuse
qmrxn20_sn2_B_D_D_E_B_B,sn2,1,17.691840790990337,reuse
qmrxn20_sn2_B_D_D_E_C_A,sn2,0,1.0731737963652657,reuse
qmrxn20_sn2_B_D_E_C_C_B,sn2,1,13.857191178208154,reuse
qmrxn20_sn2_B_E_A_A_A_C,sn2,3,49.473510860825705,reuse
qmrxn20_sn2_B_E_A_A_B_A,sn2,1,11.333403639367836,reuse
qmrxn20_sn2_B_E_A_A_C_D,sn2,2,19.472750016011165,reuse
qmrxn20_sn2_B_E_A_B_A_A,sn2,1,14.293596046034478,reuse
qmrxn20_sn2_B_E_A_C_A_A,sn2,2,20.205016104137048,reuse
qmrxn20_sn2_B_E_A_C_B_A,sn2,1,14.237991072996802,reuse
qmrxn20_sn2_B_E_A_C_B_C,sn2,3,36.42594447069807,reuse
qmrxn20_sn2_B_E_A_C_C_B,sn2,2,19.23560350002948,reuse
qmrxn20_sn2_B_E_A_D_A_B,sn2,2,27.848167909953983,reuse
qmrxn20_sn2_B_E_A_D_B_B,sn2,1,17.936660967908463,reuse
qmrxn20_sn2_B_E_A_E_A_C,sn2,3,51.88690057873551,reuse
qmrxn20_sn2_B_E_A_E_B_B,sn2,1,18.183490692559666,reuse
qmrxn20_sn2_B_E_B_A_B_A,sn2,0,9.412483579508438,reuse
qmrxn20_sn2_B_E_B_E_A_A,sn2,1,15.159824691652531,reuse
qmrxn20_sn2_B_E_B_E_A_C,sn2,3,44.022030099851214,reuse
qmrxn20_sn2_B_E_C_C_A_A,sn2,0,6.399712019629903,reuse
qmrxn20_sn2_C_D_D_E_A_A,sn2,2,19.363223525753163,reuse
qmrxn20_sn2_C_D_D_E_B_B,sn2,2,20.23638855881316,reuse
qmrxn20_sn2_C_D_D_E_C_B,sn2,1,16.818541784183953,reuse
qmrxn20_sn2_C_D_E_A_A_C,sn2,3,42.72376300298161,reuse
qmrxn20_sn2_C_D_E_D_A_A,sn2,1,17.225707170331123,reuse
qmrxn20_sn2_C_E_A_B_C_A,sn2,0,6.073105743479044,reuse
qmrxn20_sn2_C_E_A_C_C_C,sn2,2,25.49484516604782,reuse
qmrxn20_sn2_C_E_A_D_A_A,sn2,1,18.754105448235865,reuse
qmrxn20_sn2_C_E_A_E_A_A,sn2,2,21.97859064424145,reuse
qmrxn20_sn2_C_E_B_D_A_B,sn2,2,23.940814227928502,reuse
qmrxn20_sn2_C_E_B_D_B_A,sn2,0,8.309067217382152,reuse
qmrxn20_sn2_C_E_B_D_C_B,sn2,1,15.13506094748012,reuse
qmrxn20_sn2_C_E_B_E_A_A,sn2,1,15.68091294332726,reuse
qmrxn20_sn2_C_E_B_E_A_C,sn2,3,40.43438903725925,reuse
qmrxn20_sn2_C_E_C_B_A_C,sn2,3,40.4875254458074,reuse
qmrxn20_sn2_C_E_C_C_C_B,sn2,2,19.24702290453899,reuse
qmrxn20_sn2_C_E_C_D_A_C,sn2,3,42.365399846124056,reuse
qmrxn20_sn2_C_E_C_D_B_B,sn2,1,18.198123523264677,reuse
qmrxn20_sn2_C_E_D_C_C_C,sn2,2,27.58852102549849,reuse
qmrxn20_sn2_C_E_D_D_A_C,sn2,3,44.46737927648876,reuse
qmrxn20_sn2_C_E_E_E_B_A,sn2,0,8.257908550534193,reuse
qmrxn20_sn2_C_E_E_E_B_B,sn2,2,23.053051329076773,reuse
qmrxn20_sn2_D_A_A_E_C_B,sn2,0,10.699059712096735,reuse
qmrxn20_sn2_D_A_B_A_B_B,sn2,1,16.855856681389483,reuse
qmrxn20_sn2_D_B_E_E_A_A,sn2,1,12.19543784028652,reuse
qmrxn20_sn2_D_B_E_E_A_B,sn2,2,25.57385931914897,reuse
qmrxn20_sn2_D_B_E_E_A_D,sn2,3,40.71768326906782,reuse
qmrxn20_sn2_D_C_B_E_B_B,sn2,1,14.45332562336334,reuse
qmrxn20_sn2_D_C_C_B_C_B,sn2,1,12.703087164021548,reuse
qmrxn20_sn2_D_C_C_C_C_B,sn2,0,-0.874390031922478,reuse
qmrxn20_sn2_D_C_D_B_A_C,sn2,3,36.121931110486805,reuse
qmrxn20_sn2_D_C_E_A_A_A,sn2,0,9.372039594208106,reuse
qmrxn20_sn2_D_C_E_C_A_B,sn2,2,25.97109792161944,reuse
qmrxn20_sn2_D_E_C_D_A_A,sn2,3,35.890063724908245,reuse
qmrxn20_sn2_D_E_E_A_B_B,sn2,1,11.909261245460293,reuse
qmrxn20_sn2_D_E_E_B_B_A,sn2,2,26.471699288500066,reuse
qmrxn20_sn2_D_E_E_C_B_B,sn2,2,25.752131501395997,reuse
qmrxn20_sn2_E_A_A_B_C_D,sn2,0,11.0685519735723,reuse
qmrxn20_sn2_E_A_A_C_A_A,sn2,2,29.518216058861448,reuse
qmrxn20_sn2_E_A_A_D_B_B,sn2,0,7.000181767249448,reuse
qmrxn20_sn2_E_A_B_B_B_A,sn2,0,-7.764696658570799,reuse
qmrxn20_sn2_E_A_B_D_B_B,sn2,2,20.85838288723377,reuse
qmrxn20_sn2_E_A_B_E_B_A,sn2,1,11.56979721871788,reuse
qmrxn20_sn2_E_A_C_D_C_A,sn2,1,15.248828914153291,reuse
qmrxn20_sn2_E_A_C_E_B_B,sn2,1,17.540604083833163,reuse
qmrxn20_sn2_E_A_D_B_B_D,sn2,1,16.16478789297426,reuse
qmrxn20_sn2_E_A_E_B_B_A,sn2,2,20.51374169840765,reuse
qmrxn20_sn2_E_B_A_E_C_B,sn2,1,14.32300257904936,reuse
qmrxn20_sn2_E_B_A_E_C_C,sn2,2,23.62957446606309,reuse
qmrxn20_sn2_E_B_B_E_A_A,sn2,0,10.196893875843404,reuse
qmrxn20_sn2_E_B_B_E_A_B,sn2,2,31.808221302212257,reuse
qmrxn20_sn2_E_B_D_C_B_B,sn2,1,18.382927043688444,reuse
qmrxn20_sn2_E_B_E_C_A_D,sn2,3,43.16520848246707,reuse
