rxn_id,fold,scaffold
1186,3,CC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C.CC1=C(F)C2CCC1C2
1187,3,ClC1=C(c2ccccc2)C2C=CC1O2.[CH2-][NH+]=C(C(C)=O)C(=O)NC
1188,3,ClC1=C(c2ccccc2)C2C=CC1O2.[CH2-][NH+]=C(C(C)=O)C(=O)NC
1189,3,ClC1=C(c2ccccc2)C2C=CC1O2.[CH2-][NH+]=C(C(C)=O)C(=O)NC
1190,3,ClC1=C(c2ccccc2)C2C=CC1O2.[CH2-][NH+]=C(C(C)=O)C(=O)NC
1191,4,CNC(=O)[C-](C#N)[N+](C)=CC(=O)OC.N#CC1=C(Cl)C2C=CC1O2
1192,4,CNC(=O)[C-](C#N)[N+](C)=CC(=O)OC.N#CC1=C(Cl)C2C=CC1O2
1193,4,CNC(=O)[C-](C#N)[N+](C)=CC(=O)OC.N#CC1=C(Cl)C2C=CC1O2
1194,4,CNC(=O)[C-](C#N)[N+](C)=CC(=O)OC.N#CC1=C(Cl)C2C=CC1O2
1195,3,CNC(=O)C(=[NH+][C-](C)C(C)=O)C(=O)OC.FC1=C(F)C2CCC1C2
1196,4,CC(=O)C#CC(C)=O.CC(=O)C(c1ccccc1)=[N+](C)[C-](C)C(C)=O
1197,0,CC(=O)N=[N+](C)[N-]C(C)=O.COC(=O)C=C(C(=O)OC)C(=O)OC
1198,0,BrC1=CC2C=CC1O2.CC(=O)C=[NH+][C-](C#N)c1ccccc1
1199,0,BrC1=CC2C=CC1O2.CC(=O)C=[NH+][C-](C#N)c1ccccc1
1200,0,BrC1=CC2C=CC1O2.CC(=O)C=[NH+][C-](C#N)c1ccccc1
1201,0,BrC1=CC2C=CC1O2.CC(=O)C=[NH+][C-](C#N)c1ccccc1
1202,1,CC1=C(C)C2CCC1C2.N#C[C-]([N+]#Cc1ccccc1)c1ccccc1
1203,4,CC1=CC2CCC1C2.CNC(=O)[C-]([N+]#Cc1ccccc1)C(=O)OC
1204,4,CC1=CC2CCC1C2.CNC(=O)[C-]([N+]#Cc1ccccc1)C(=O)OC
1205,1,CC1=C(c2ccccc2)C2C=CC1O2.C[C-](C#N)[NH+]=Cc1ccccc1
1206,1,CC1=C(c2ccccc2)C2C=CC1O2.C[C-](C#N)[NH+]=Cc1ccccc1
1207,1,CC1=C(c2ccccc2)C2C=CC1O2.C[C-](C#N)[NH+]=Cc1ccccc1
1208,1,CC1=C(c2ccccc2)C2C=CC1O2.C[C-](C#N)[NH+]=Cc1ccccc1
1209,2,COC(=O)C(=[O+][C-](C)C#N)C(=O)OC.N#CC1=C(Cl)C2C=CC1O2
1210,2,COC(=O)C(=[O+][C-](C)C#N)C(=O)OC.N#CC1=C(Cl)C2C=CC1O2
1211,2,COC(=O)C(=[O+][C-](C)C#N)C(=O)OC.N#CC1=C(Cl)C2C=CC1O2
1212,2,COC(=O)C(=[O+][C-](C)C#N)C(=O)OC.N#CC1=C(Cl)C2C=CC1O2
1213,3,C=[N+](C)[C-](C(=O)NC)c1ccccc1.CC(=O)C1=C(C)C2C=CC1O2
1214,3,C=[N+](C)[C-](C(=O)NC)c1ccccc1.CC(=O)C1=C(C)C2C=CC1O2
1215,3,C=[N+](C)[C-](C(=O)NC)c1ccccc1.CC(=O)C1=C(C)C2C=CC1O2
1216,3,C=[N+](C)[C-](C(=O)NC)c1ccccc1.CC(=O)C1=C(C)C2C=CC1O2
1217,0,CC(=O)C(C(C)=O)=[N+](C)[C-](C)C.CC(=O)C1(C)C#CCCCCC1
1218,0,CC(=O)C(C(C)=O)=[N+](C)[C-](C)C.CC(=O)C1(C)C#CCCCCC1
1219,1,CC(=O)C(C)=C(C(C)=O)C(C)=O.CNC(=O)[CH-][O+]=C(C)C(=O)NC
1220,1,CC(=O)C(C)=C(C(C)=O)C(C)=O.CNC(=O)[CH-][O+]=C(C)C(=O)NC
1221,2,CC(C#N)=[N+](C)[CH-]c1ccccc1.COC(=O)C1=C(F)C2CCC1C2
1222,2,CC(C#N)=[N+](C)[CH-]c1ccccc1.COC(=O)C1=C(F)C2CCC1C2
1223,3,CC1(Cl)C#CC(F)(F)CCCC1.CC=[N+](C)[C-](C#N)C(=O)NC
1224,3,CC1(Cl)C#CC(F)(F)CCCC1.CC=[N+](C)[C-](C#N)C(=O)NC
1225,2,BrC1=C(Br)C2CCC1C2.C[N-][O+]=CC(=O)NC
1227,3,CC(=O)[N-][O+]=NC#N.CC1(C)C#CC(C)(c2ccccc2)CCCC1
1228,4,CC(=O)C#CC(F)(F)F.CNC(=O)C#[N+][C-](C(C)=O)c1ccccc1
1229,4,CC(=O)C#CC(F)(F)F.CNC(=O)C#[N+][C-](C(C)=O)c1ccccc1
1230,0,CNC(=O)C1(C(=O)NC)C#CC(C)CCCC1.[CH2-][NH+]=C(C)C(C)=O
1231,0,CNC(=O)C1(C(=O)NC)C#CC(C)CCCC1.[CH2-][NH+]=C(C)C(C)=O
1232,1,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C#N)C#N.FC1=C(F)C2C=CC1O2
1233,1,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C#N)C#N.FC1=C(F)C2C=CC1O2
1234,2,CC(=O)[C-]([O+]=C(C)C#N)c1ccccc1.CC1=C(Cl)C2CCC1C2
1235,2,CC(=O)[C-]([O+]=C(C)C#N)c1ccccc1.CC1=C(Cl)C2CCC1C2
1236,3,CNC(=O)C1(C)C#CC(OC)(OC)CCCC1.CNC(=O)[N-][N+]#N
1237,3,CNC(=O)C1(C)C#CC(OC)(OC)CCCC1.CNC(=O)[N-][N+]#N
1238,4,COC#CCl.COC(=O)C(C#N)=[NH+][C-](C(=O)OC)c1ccccc1
1239,4,COC#CCl.COC(=O)C(C#N)=[NH+][C-](C(=O)OC)c1ccccc1
1240,0,COC(=O)C1=C(Cl)C2CCC1C2.[CH2-][NH+]=C(C(=O)NC)C(=O)NC
1241,0,COC(=O)C1=C(Cl)C2CCC1C2.[CH2-][NH+]=C(C(=O)NC)C(=O)NC
1242,4,CC(=O)C=[NH+][CH-]C(C)=O.CNC(=O)C(F)=C(C(=O)NC)C(=O)NC
1243,1,CC(=O)c1oc(=O)[c-](C)[n+]1C.COC1=C(C(F)(F)F)C2CCC1C2
1244,1,CC(=O)c1oc(=O)[c-](C)[n+]1C.COC1=C(C(F)(F)F)C2CCC1C2
1245,2,CC1(C)C#CC(Br)(C#N)CCCC1.C[N-][N+]#CC(=O)OC
1246,2,CC1(C)C#CC(Br)(C#N)CCCC1.C[N-][N+]#CC(=O)OC
1247,3,CC1C#CC(Cl)(Cl)CCCC1.CNC(=O)c1oc(=O)[n-][n+]1C
1248,3,CC1C#CC(Cl)(Cl)CCCC1.CNC(=O)c1oc(=O)[n-][n+]1C
1249,4,CNC(=O)C1C#CC(C)(C)CCCC1.C[CH-][O+]=C(C(C)=O)C(C)=O
1250,4,CNC(=O)C1C#CC(C)(C)CCCC1.C[CH-][O+]=C(C(C)=O)C(C)=O
1251,0,COC(=O)[CH-][O+]=C(C)C#N.N#CC1(C#N)C#CC(C#N)(C#N)CCCC1
1252,1,CNC(=O)C(=[NH+][N-]C(=O)OC)C(=O)NC.FC1=C(F)C2CCC1C2
1254,2,COC(=O)C#[N+][C-](C#N)C(C)=O.COC(=O)C1=C(Cl)C2CCC1C2
1256,3,CC1(F)C#CC(Cl)(Cl)CCCC1.N#CC=[NH+][CH-]c1ccccc1
1257,4,C1=CC2CCC1C2.COC(=O)C(c1ccccc1)=[N+](C)[C-](C)C(C)=O
1258,0,CC(=O)C=[NH+][C-](C(C)=O)C(C)=O.COC(=O)C1=C(C#N)C2CCC1C2
1259,0,CC(=O)C=[NH+][C-](C(C)=O)C(C)=O.COC(=O)C1=C(C#N)C2CCC1C2
1260,1,CNC(=O)C(C(C)=O)=C(C(C)=O)C(C)=O.C[c-]1c(=O)oc(C#N)[n+]1C
1261,1,CNC(=O)C(C(C)=O)=C(C(C)=O)C(C)=O.C[c-]1c(=O)oc(C#N)[n+]1C
1262,2,CNC(=O)C#Cc1ccccc1.CNC(=O)C(C)=[NH+][C-](C)C(=O)OC
1263,2,CNC(=O)C#Cc1ccccc1.CNC(=O)C(C)=[NH+][C-](C)C(=O)OC
1264,0,CNC(=O)C#[N+][N-]C#N.COC(=O)/C(C(C)=O)=C(\C(C)=O)C(=O)OC
1265,3,CC=[N+](C)[C-](C)C#N.FC(F)(F)C1=C(c2ccccc2)C2CCC1C2
1266,3,CC=[N+](C)[C-](C)C#N.FC(F)(F)C1=C(c2ccccc2)C2CCC1C2
1267,4,CNC(=O)[C-]([NH+]=C(C#N)C(=O)OC)C(C)=O.N#CC#Cc1ccccc1
1268,4,CNC(=O)[C-]([NH+]=C(C#N)C(=O)OC)C(C)=O.N#CC#Cc1ccccc1
1269,2,CNC(=O)N=[O+][N-]C(=O)OC.COC1=C(Br)C2C=CC1O2
1271,2,CNC(=O)N=[O+][N-]C(=O)OC.COC1=C(Br)C2C=CC1O2
1272,2,CNC(=O)N=[O+][N-]C(=O)OC.COC1=C(Br)C2C=CC1O2
1273,0,COC(=O)C1=C(F)C2CCC1C2.C[CH-][O+]=C(C(C)=O)c1ccccc1
1274,0,COC(=O)C1=C(F)C2CCC1C2.C[CH-][O+]=C(C(C)=O)c1ccccc1
1275,4,CC(=O)C1=CC2C=CC1O2.CNC(=O)c1oc(=O)[c-](C(=O)OC)[n+]1C
1276,4,CC(=O)C1=CC2C=CC1O2.CNC(=O)c1oc(=O)[c-](C(=O)OC)[n+]1C
1277,4,CC(=O)C1=CC2C=CC1O2.CNC(=O)c1oc(=O)[c-](C(=O)OC)[n+]1C
1278,4,CC(=O)C1=CC2C=CC1O2.CNC(=O)c1oc(=O)[c-](C(=O)OC)[n+]1C
1279,1,CC(=O)[C-](C(C)=O)[N+](C)=C(C#N)C#N.COC1=C(Cl)C2CCC1C2
1280,1,CC(=O)[C-](C(C)=O)[N+](C)=C(C#N)C#N.COC1=C(Cl)C2CCC1C2
1281,2,CC(=O)[C-]([O+]=CC#N)C(C)=O.N#CC1=C(c2ccccc2)C2CCC1C2
1282,2,CC(=O)[C-]([O+]=CC#N)C(C)=O.N#CC1=C(c2ccccc2)C2CCC1C2
1283,3,CNC(=O)[C-](C)[O+]=C(C)C(C)=O.COC(=O)C1=C(C#N)C2C=CC1O2
1285,3,CNC(=O)[C-](C)[O+]=C(C)C(C)=O.COC(=O)C1=C(C#N)C2C=CC1O2
1287,4,CC(=O)C(=[NH+][N-]C#N)C(C)=O.N#CC1(Cl)C#CC(F)(F)CCCC1
1288,4,CC(=O)C(=[NH+][N-]C#N)C(C)=O.N#CC1(Cl)C#CC(F)(F)CCCC1
1289,1,CC1=C(C)C2CCC1C2.N#C[N-][NH+]=C(c1ccccc1)c1ccccc1
1290,0,CC#Cc1ccccc1.COC(=O)C=[N+](C)[C-](C(=O)OC)C(=O)OC
1291,0,CC#Cc1ccccc1.COC(=O)C=[N+](C)[C-](C(=O)OC)C(=O)OC
1292,0,BrC1=C(c2ccccc2)C2C=CC1O2.CC#[N+][CH-]C(=O)OC
1293,0,BrC1=C(c2ccccc2)C2C=CC1O2.CC#[N+][CH-]C(=O)OC
1294,0,BrC1=C(c2ccccc2)C2C=CC1O2.CC#[N+][CH-]C(=O)OC
1295,0,BrC1=C(c2ccccc2)C2C=CC1O2.CC#[N+][CH-]C(=O)OC
1296,1,COC1=CC2CCC1C2.N#C[C-]([O+]=Cc1ccccc1)c1ccccc1
1297,1,COC1=CC2CCC1C2.N#C[C-]([O+]=Cc1ccccc1)c1ccccc1
1298,1,CC(=O)c1oc(=O)[c-](C(C)=O)[n+]1C.COC(=O)C1=C(C)C2C=CC1O2
1299,1,CC(=O)c1oc(=O)[c-](C(C)=O)[n+]1C.COC(=O)C1=C(C)C2C=CC1O2
1300,1,CC(=O)c1oc(=O)[c-](C(C)=O)[n+]1C.COC(=O)C1=C(C)C2C=CC1O2
1301,1,CC(=O)c1oc(=O)[c-](C(C)=O)[n+]1C.COC(=O)C1=C(C)C2C=CC1O2
1302,3,C1=CC2OC1C=C2c1ccccc1.CC=[O+][C-](C(C)=O)c1ccccc1
1303,3,C1=CC2OC1C=C2c1ccccc1.CC=[O+][C-](C(C)=O)c1ccccc1
1305,3,C1=CC2OC1C=C2c1ccccc1.CC=[O+][C-](C(C)=O)c1ccccc1
1306,2,COC(=O)C(=[NH+][NH-])C(C)=O.COC1(OC)C#CC(C)(C)CCCC1
1308,4,CNC(=O)C1=C(F)C2C=CC1O2.C[C-]([NH+]=C(C#N)C#N)c1ccccc1
1309,4,CNC(=O)C1=C(F)C2C=CC1O2.C[C-]([NH+]=C(C#N)C#N)c1ccccc1
1311,4,CNC(=O)C1=C(F)C2C=CC1O2.C[C-]([NH+]=C(C#N)C#N)c1ccccc1
1312,2,COC(=O)C#[N+][C-](C)C(=O)OC.COC(=O)C(OC)=C(OC)OC
1313,2,COC(=O)C#[N+][C-](C)C(=O)OC.COC(=O)C(OC)=C(OC)OC
1314,3,C#[N+][C-](C(C)=O)C(=O)NC.CNC(=O)C1=C(C(=O)NC)C2C=CC1O2
1315,3,C#[N+][C-](C(C)=O)C(=O)NC.CNC(=O)C1=C(C(=O)NC)C2C=CC1O2
1316,4,COC(=O)C#[N+][C-](C)C(C)=O.COC1=C(Br)C2CCC1C2
1317,4,COC(=O)C#[N+][C-](C)C(C)=O.COC1=C(Br)C2CCC1C2
1320,0,CNC(=O)C1C#CC(Cl)(Cl)CCCC1.N=[NH+][N-]c1ccccc1
1321,0,CNC(=O)C1C#CC(Cl)(Cl)CCCC1.N=[NH+][N-]c1ccccc1
1322,3,CO/C(C#N)=C(\C#N)OC.COC(=O)[C-](C#N)[O+]=C(C)c1ccccc1
1323,1,CNC(=O)C1=C(F)C2CCC1C2.CNC(=O)[c-]1[o+]c(C(C)=O)oc1=O
1324,1,CNC(=O)C1=C(F)C2CCC1C2.CNC(=O)[c-]1[o+]c(C(C)=O)oc1=O
1325,4,CC(=O)C=[N+](C)[C-](C#N)c1ccccc1.CO/C(Cl)=C(/Cl)OC
1326,2,CC(=O)[C-](C)[NH+]=CC#N.COC(=O)C(C(=O)OC)=C(C(C)=O)C(C)=O
1327,2,CC(=O)[C-](C)[NH+]=CC#N.COC(=O)C(C(=O)OC)=C(C(C)=O)C(C)=O
1328,2,COC(=O)C#[N+][C-](C(C)=O)C(C)=O.FC1=C(C(F)(F)F)C2C=CC1O2
1329,2,COC(=O)C#[N+][C-](C(C)=O)C(C)=O.FC1=C(C(F)(F)F)C2C=CC1O2
1330,2,COC(=O)C#[N+][C-](C(C)=O)C(C)=O.FC1=C(C(F)(F)F)C2C=CC1O2
1331,2,COC(=O)C#[N+][C-](C(C)=O)C(C)=O.FC1=C(C(F)(F)F)C2C=CC1O2
1332,3,C=[N+](C)[C-](C(=O)NC)c1ccccc1.CC1C#CC(F)(F)CCCC1
1333,3,C=[N+](C)[C-](C(=O)NC)c1ccccc1.CC1C#CC(F)(F)CCCC1
1334,4,CNC(=O)C1=C(OC)C2CCC1C2.COC(=O)C(=[O+][N-]C#N)C(C)=O
1335,4,CNC(=O)C1=C(OC)C2CCC1C2.COC(=O)C(=[O+][N-]C#N)C(C)=O
1336,0,C1=CC2OC1C=C2c1ccccc1.CC(=O)c1oc(=O)[c-](C(C)=O)[n+]1C
1337,0,C1=CC2OC1C=C2c1ccccc1.CC(=O)c1oc(=O)[c-](C(C)=O)[n+]1C
1339,0,C1=CC2OC1C=C2c1ccccc1.CC(=O)c1oc(=O)[c-](C(C)=O)[n+]1C
1341,0,CC(=O)C1(C(C)=O)C#CC(F)(F)CCCC1.COC(=O)C(C#N)=[NH+][O-]
1342,0,CC(=O)C1(C(C)=O)C#CC(F)(F)CCCC1.COC(=O)C(C#N)=[NH+][O-]
1343,0,COC(=O)C1=C(C(=O)OC)C2CCC1C2.COC(=O)[c-]1[o+]noc1=O
1345,1,CNC(=O)[C-](C#N)[N+](C)=C(C)C(C)=O.COC(=O)C1=CC2CCC1C2
1346,1,CNC(=O)[C-](C#N)[N+](C)=C(C)C(C)=O.COC(=O)C1=CC2CCC1C2
1347,1,COC1(OC)C#CC(C#N)(C(C)=O)CCCC1.C[c-]1c(=O)on[n+]1C
1349,2,CNC(=O)C#[N+][C-](C#N)C(=O)OC.FC1(F)C#CC(F)(F)CCCC1
1352,2,CC(=O)C1=C(Br)C2C=CC1O2.[CH2-][N+](C)=C(C)c1ccccc1
1353,2,CC(=O)C1=C(Br)C2C=CC1O2.[CH2-][N+](C)=C(C)c1ccccc1
1354,3,C/C(Cl)=C(/C)Cl.CNC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C
1355,4,COC(=O)C=[O+][CH-]C#N.COC1(C#N)C#CC(OC)(OC)CCCC1
1357,3,FC1=C(Br)C2CCC1C2.[CH2-][N+](C)=C(C(=O)OC)C(=O)OC
1358,3,FC1=C(Br)C2CCC1C2.[CH2-][N+](C)=C(C(=O)OC)C(=O)OC
1359,4,CNC(=O)c1[nH+][c-](C#N)c(=O)o1.COC1(OC)C#CC(F)CCCC1
1360,4,CNC(=O)c1[nH+][c-](C#N)c(=O)o1.COC1(OC)C#CC(F)CCCC1
1361,3,CNC(=O)[C-]([N+]#CC(=O)OC)C(C)=O.FC(F)(F)C1=CC2C=CC1O2
1362,3,CNC(=O)[C-]([N+]#CC(=O)OC)C(C)=O.FC(F)(F)C1=CC2C=CC1O2
1363,3,CNC(=O)[C-]([N+]#CC(=O)OC)C(C)=O.FC(F)(F)C1=CC2C=CC1O2
1364,3,CNC(=O)[C-]([N+]#CC(=O)OC)C(C)=O.FC(F)(F)C1=CC2C=CC1O2
1365,4,CC(=O)c1oc(=O)[c-](C(C)=O)[o+]1.FC(F)(F)C1=C(Cl)C2C=CC1O2
1366,4,CC(=O)c1oc(=O)[c-](C(C)=O)[o+]1.FC(F)(F)C1=C(Cl)C2C=CC1O2
1367,4,CC(=O)c1oc(=O)[c-](C(C)=O)[o+]1.FC(F)(F)C1=C(Cl)C2C=CC1O2
1368,4,CC(=O)c1oc(=O)[c-](C(C)=O)[o+]1.FC(F)(F)C1=C(Cl)C2C=CC1O2
1369,0,CNC(=O)[CH-][N+]#N.COC(=O)C1(C(=O)OC)C#CC(Cl)CCCC1
1370,0,CNC(=O)[CH-][N+]#N.COC(=O)C1(C(=O)OC)C#CC(Cl)CCCC1
1371,1,CNC(=O)[C-](C)[NH+]=C(C(C)=O)c1ccccc1.COC#CBr
1372,1,CNC(=O)[C-](C)[NH+]=C(C(C)=O)c1ccccc1.COC#CBr
1373,2,CNC(=O)C(=[O+][C-](C)C#N)C(C)=O.COC(=O)C(C(=O)OC)=C(F)F
1374,2,CNC(=O)C(=[O+][C-](C)C#N)C(C)=O.COC(=O)C(C(=O)OC)=C(F)F
1375,0,CC1C#CC(c2ccccc2)(c2ccccc2)CCCC1.CN=[O+][N-]C
1376,1,CNC(=O)C1C#CC(C)(C)CCCC1.COC(=O)[c-]1c(=O)on[n+]1C
1378,3,CNC(=O)C1=C(C#N)C2CCC1C2.C[N-][O+]=C(C(C)=O)c1ccccc1
1379,3,CNC(=O)C1=C(C#N)C2CCC1C2.C[N-][O+]=C(C(C)=O)c1ccccc1
1381,2,CC(=O)C1(C#N)C#CC(Cl)(Cl)CCCC1.CC(=O)[CH-][O+]=C(C)C
1382,0,CC1=C(F)C2C=CC1O2.COC(=O)[CH-][N+](C)=C(C(=O)OC)C(=O)OC
1383,0,CC1=C(F)C2C=CC1O2.COC(=O)[CH-][N+](C)=C(C(=O)OC)C(=O)OC
1384,0,CC1=C(F)C2C=CC1O2.COC(=O)[CH-][N+](C)=C(C(=O)OC)C(=O)OC
1385,0,CC1=C(F)C2C=CC1O2.COC(=O)[CH-][N+](C)=C(C(=O)OC)C(=O)OC
1386,3,CNC(=O)C#CF.CNC(=O)[C-](C(C)=O)[N+](C)=C(C#N)c1ccccc1
1388,4,COC(=O)C(=[O+][C-](C#N)C#N)C(=O)OC.N#CC1=C(Cl)C2CCC1C2
1389,4,COC(=O)C(=[O+][C-](C#N)C#N)C(=O)OC.N#CC1=C(Cl)C2CCC1C2
1390,0,CC(=O)C#[N+][CH-]c1ccccc1.N#CC1=C(c2ccccc2)C2CCC1C2
1391,0,CC(=O)C#[N+][CH-]c1ccccc1.N#CC1=C(c2ccccc2)C2CCC1C2
1392,1,CNC(=O)C1=CC2CCC1C2.COC(=O)C(C(C)=O)=[N+](C)[CH-]C(C)=O
1393,1,CNC(=O)C1=CC2CCC1C2.COC(=O)C(C(C)=O)=[N+](C)[CH-]C(C)=O
1396,2,CNC(=O)C1=C(Cl)C2C=CC1O2.C[n+]1noc(=O)[c-]1-c1ccccc1
1397,2,CNC(=O)C1=C(Cl)C2C=CC1O2.C[n+]1noc(=O)[c-]1-c1ccccc1
1398,1,CC(C#N)=[N+](C)[C-](C)C.CNC(=O)C1=C(c2ccccc2)C2C=CC1O2
1399,1,CC(C#N)=[N+](C)[C-](C)C.CNC(=O)C1=C(c2ccccc2)C2C=CC1O2
1400,1,CC(C#N)=[N+](C)[C-](C)C.CNC(=O)C1=C(c2ccccc2)C2C=CC1O2
1401,1,CC(C#N)=[N+](C)[C-](C)C.CNC(=O)C1=C(c2ccccc2)C2C=CC1O2
1402,3,CC(=O)[c-]1[o+]c(C#N)oc1=O.FC1(F)C#CC(Br)CCCC1
1403,3,CC(=O)[c-]1[o+]c(C#N)oc1=O.FC1(F)C#CC(Br)CCCC1
1404,4,CC1(C)C#CC(F)CCCC1.CNC(=O)[C-]([N+]#CC(C)=O)C(=O)NC
1405,4,CC1(C)C#CC(F)CCCC1.CNC(=O)[C-]([N+]#CC(C)=O)C(=O)NC
1406,2,CNC(=O)[CH-][N+]#Cc1ccccc1.COC(=O)C1=C(OC)C2C=CC1O2
1407,2,CNC(=O)[CH-][N+]#Cc1ccccc1.COC(=O)C1=C(OC)C2C=CC1O2
1408,2,CNC(=O)[CH-][N+]#Cc1ccccc1.COC(=O)C1=C(OC)C2C=CC1O2
1409,2,CNC(=O)[CH-][N+]#Cc1ccccc1.COC(=O)C1=C(OC)C2C=CC1O2
1410,1,CNC(=O)[C-](C)[NH+]=C(C#N)C(C)=O.FC1=C(Br)C2C=CC1O2
1412,1,CNC(=O)[C-](C)[NH+]=C(C#N)C(C)=O.FC1=C(Br)C2C=CC1O2
1413,1,CNC(=O)[C-](C)[NH+]=C(C#N)C(C)=O.FC1=C(Br)C2C=CC1O2
1414,4,CC(=O)/C(F)=C(/F)C(C)=O.C[N-][O+]=C(c1ccccc1)c1ccccc1
1415,0,COC(=O)C=[NH+][C-](C)C.FC(F)(F)C1=C(Br)C2CCC1C2
1416,0,COC(=O)C=[NH+][C-](C)C.FC(F)(F)C1=C(Br)C2CCC1C2
1417,1,CC(=O)C=[N+](C)[N-]C#N.COC1(C(C)=O)C#CC(C#N)(C#N)CCCC1
1418,1,CC(=O)C=[N+](C)[N-]C#N.COC1(C(C)=O)C#CC(C#N)(C#N)CCCC1
1420,0,CC(=O)C=[O+][C-](C(C)=O)c1ccccc1.COC(=O)C1=CC2C=CC1O2
1423,2,CC(=O)N=[N+](C)[N-]c1ccccc1.CNC(=O)C1=C(C#N)C2CCC1C2
1424,2,CC(=O)N=[N+](C)[N-]c1ccccc1.CNC(=O)C1=C(C#N)C2CCC1C2
1426,1,BrC1=C(Br)C2C=CC1O2.CNC(=O)[CH-][O+]=C(C)C
1427,3,CC(=O)C#[N+][C-](C#N)C(C)=O.CC(=O)C1(C#N)C#CC(C)(C)CCCC1
1428,3,CC(=O)C#[N+][C-](C#N)C(C)=O.CC(=O)C1(C#N)C#CC(C)(C)CCCC1
1429,4,CNC(=O)C#CC(F)(F)F.CNC(=O)c1oc(=O)[c-](C(=O)NC)[n+]1C
1430,4,CNC(=O)C#CC(F)(F)F.CNC(=O)c1oc(=O)[c-](C(=O)NC)[n+]1C
1431,2,CO/C(C)=C(\C)OC.C[N+](=CC#N)[C-](c1ccccc1)c1ccccc1
1432,0,CC(=O)C1(C(C)=O)C#CC(C)CCCC1.N#C[N-][NH+]=Nc1ccccc1
1433,0,CC(=O)C1(C(C)=O)C#CC(C)CCCC1.N#C[N-][NH+]=Nc1ccccc1
1434,1,CNC(=O)[C-]([NH+]=C(C)C(C)=O)C(C)=O.COC(=O)C1=CC2CCC1C2
1435,1,CNC(=O)[C-]([NH+]=C(C)C(C)=O)C(C)=O.COC(=O)C1=CC2CCC1C2
1437,3,COC(=O)C(=[O+][N-]C(C)=O)C(C)=O.COC(=O)C(C(=O)OC)=C(F)F
1438,3,CNC(=O)C(C#N)=[NH+][CH-]C#N.CNC(=O)C1=C(C(F)(F)F)C2C=CC1O2
1439,3,CNC(=O)C(C#N)=[NH+][CH-]C#N.CNC(=O)C1=C(C(F)(F)F)C2C=CC1O2
1440,3,CNC(=O)C(C#N)=[NH+][CH-]C#N.CNC(=O)C1=C(C(F)(F)F)C2C=CC1O2
1441,3,CNC(=O)C(C#N)=[NH+][CH-]C#N.CNC(=O)C1=C(C(F)(F)F)C2C=CC1O2
1442,2,CNC(=O)C(=[O+][C-](C(C)=O)C(C)=O)C(C)=O.N#CC1=C(F)C2C=CC1O2
1445,2,CNC(=O)C(=[O+][C-](C(C)=O)C(C)=O)C(C)=O.N#CC1=C(F)C2C=CC1O2
1446,4,CC=[NH+][C-](C(C)=O)C(C)=O.COC(=O)C1=C(Br)C2C=CC1O2
1447,4,CC=[NH+][C-](C(C)=O)C(C)=O.COC(=O)C1=C(Br)C2C=CC1O2
1448,4,CC=[NH+][C-](C(C)=O)C(C)=O.COC(=O)C1=C(Br)C2C=CC1O2
1449,4,CC=[NH+][C-](C(C)=O)C(C)=O.COC(=O)C1=C(Br)C2C=CC1O2
1450,0,CNC(=O)C(C)=[N+](C)[C-](C#N)C#N.COC(=O)C1=C(Cl)C2C=CC1O2
1451,0,CNC(=O)C(C)=[N+](C)[C-](C#N)C#N.COC(=O)C1=C(Cl)C2C=CC1O2
1452,0,CNC(=O)C(C)=[N+](C)[C-](C#N)C#N.COC(=O)C1=C(Cl)C2C=CC1O2
1453,0,CNC(=O)C(C)=[N+](C)[C-](C#N)C#N.COC(=O)C1=C(Cl)C2C=CC1O2
1454,3,CNC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C.COC1=CC2CCC1C2
1455,3,CNC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C.COC1=CC2CCC1C2
1456,4,C=[NH+][C-](C#N)C(=O)OC.FC(F)(F)C1=C(c2ccccc2)C2CCC1C2
1457,4,C=[NH+][C-](C#N)C(=O)OC.FC(F)(F)C1=C(c2ccccc2)C2CCC1C2
1458,0,CC=[N+](C)[C-](C#N)C(=O)NC.CNC(=O)C(C(=O)NC)=C(OC)OC
1459,0,CC=[N+](C)[C-](C#N)C(=O)NC.CNC(=O)C(C(=O)NC)=C(OC)OC
1460,1,CC(=O)C1=C(C(C)=O)C2C=CC1O2.CNC(=O)C(=[NH+][N-]C#N)C(=O)OC
1461,1,CC(=O)C1=C(C(C)=O)C2C=CC1O2.CNC(=O)C(=[NH+][N-]C#N)C(=O)OC
1462,2,CC(=O)C1=C(C#N)C2CCC1C2.CNC(=O)[C-]([N+]#CC#N)c1ccccc1
1463,2,CC(=O)C1=C(C#N)C2CCC1C2.CNC(=O)[C-]([N+]#CC#N)c1ccccc1
1464,3,CC(=O)[c-]1[o+]c(C)oc1=O.COC1(OC)C#CC(C#N)(C#N)CCCC1
1465,3,CC(=O)[c-]1[o+]c(C)oc1=O.COC1(OC)C#CC(C#N)(C#N)CCCC1
1466,2,COC(=O)C1=C(C(F)(F)F)C2C=CC1O2.C[C-](C)[N+]#Cc1ccccc1
