rxn_id,ts_file,n_atoms,n_f1,n_f2,rel1_file,rel2_file,formed_d1,formed_d2,eda_exists
4030,TS_ts_guess_NjLH3M_template_5-6_9-16.xyz,41,23,18,r0_C9H14.xyz,r1_C8H8N2.xyz,2.2377540094031785,2.488913845154147,True
4053,TS_ts_guess_aikggD_template_5-14_9-10.xyz,33,20,13,r0_C7H10N2O.xyz,r1_C5H4N2O2.xyz,1.9769964423589639,2.62969443658384,True
4111,TS_ts_guess_f07gNm_template_4-16_6-13.xyz,35,21,14,r1_C8H8N2O3.xyz,r0_C5H8O.xyz,2.2196348837365125,2.106607020352871,True
4163,TS_ts_guess_dk6N_T_template_4-16_6-13.xyz,41,23,18,r1_C8H10N4O.xyz,r0_C6H12.xyz,2.1027347516983688,2.074936168030236,True
4166,TS_ts_guess_mWykLJ_template_3-13_4-9.xyz,37,23,14,r0_C9H14.xyz,r1_C4H4N2O4.xyz,2.2786375716203753,2.1918683784616264,True
4192,TS_ts_guess_iAFW65_template_4-19_8-12.xyz,31,19,12,r0_C7H7N3O2.xyz,r1_C6H4O2.xyz,2.48770540171058,2.4781474653458377,True
4254,TS_ts_guess_VOcybN_template_4-16_6-13.xyz,39,21,18,r1_C7H8N2O4.xyz,r0_C6H12.xyz,2.1320366524757497,2.501626891884559,True
4277,TS_ts_guess_FOqo1b_template_4-20_8-13.xyz,29,17,12,r0_C7H4N4O2.xyz,r1_C6H4O2.xyz,2.433149345950634,2.4500160212333304,True
4323,TS_ts_guess_Iw5YCz_template_4-5_8-11.xyz,40,26,14,r1_C10H12N2O2.xyz,r0_C5H8O.xyz,2.1999428593715793,2.0430229352848683,True
4338,TS_07gfEm_ll_ad_1-12_2-4.xyz,40,12,28,r0_C4H8.xyz,r1_C15H11NO.xyz,2.7985594624020407,2.264117848103318,True
4352,TS_ts_guess_ChMUkv_template_5-12_6-9.xyz,47,23,24,r0_C9H14.xyz,r1_C10H13N.xyz,2.9500574804738973,2.276311795646633,True
4361,TS_ts_guess_vI0IaJ_template_4-19_6-10.xyz,37,17,20,r1_C5H7N3O2.xyz,r0_C7H10N2O.xyz,2.2349729688969395,2.560948736288956,True
4375,TS_ts_guess_Wc4cKf_template_4-16_6-10.xyz,37,17,20,r1_C5H7NO4.xyz,r0_C7H10N2O.xyz,2.2156674427810685,2.355732745219627,True
4462,TS_ts_guess_aZ1mL9_template_5-6_8-17.xyz,41,23,18,r0_C9H14.xyz,r1_C5H7NO5.xyz,2.017656340410824,2.2485880473087994,True
4464,TS_ts_guess_k01Jye_template_5-11_6-9.xyz,41,23,18,r0_C9H14.xyz,r1_C5H7NO5.xyz,2.339401971744061,1.9288793022115198,True
4473,TS_ts_guess_JUH60V_template_5-12_6-9.xyz,44,23,21,r0_C9H14.xyz,r1_C6H10N2O3.xyz,2.358629641677557,1.8638833872053264,True
4477,TS_ts_guess_ouiAqL_template_3-12_4-9.xyz,44,23,21,r0_C9H14.xyz,r1_C6H10N2O3.xyz,2.0678633432845603,2.0004299728058466,True
4574,TS_ts_guess_0NdM87_template_4-5_6-14.xyz,39,16,23,r1_C6H4N2O4.xyz,r0_C9H14.xyz,2.2991409845853297,2.4843587443040507,True
4577,TS_ts_guess_c8N0Kf_template_3-15_4-9.xyz,39,23,16,r0_C9H14.xyz,r1_C6H4N2O4.xyz,2.6391888050308183,2.142824016782526,True
4581,TS_ts_guess_a4MFQJ_template_4-6_8-10.xyz,44,32,12,r1_C10H16N2O4.xyz,r0_C4H8.xyz,2.3941397361265278,2.4382636971623883,True
4647,TS_ts_guess_GMszyv_template_4-18_7-15.xyz,48,30,18,r1_C12H15NO2.xyz,r0_C6H12.xyz,2.507124323004346,2.6308871280615596,True
4698,TS_ts_guess_YDkWp9_template_5-11_6-9.xyz,44,23,21,r0_C9H14.xyz,r1_C9H8N2O2.xyz,2.4827493934346254,1.9601987393884326,True
4782,TS_imJf2b_hl_ad_3-4_12-17.xyz,46,23,23,r0_C9H14.xyz,r1_C9H10N2O2.xyz,2.3250845010235652,2.4584906179808783,True
4843,TS_ts_guess_JFCugg_template_5-6_16-19.xyz,45,23,22,r0_C9H14.xyz,r1_C7H9N3O3.xyz,2.6734659418253304,2.145961310555248,True
4868,TS_ts_guess_223qcO_template_4-21_10-12.xyz,44,24,20,r1_C6H12N4O2.xyz,r0_C7H10N2O.xyz,2.3285950540615685,1.9543519710891382,True
4919,TS_ts_guess_dgAQIE_template_1-23_3-16.xyz,41,29,12,r0_C14H13NO.xyz,r1_C6H4O2.xyz,2.2182836230969203,2.798060438482343,True
4922,TS_ts_guess_aCLpkr_template_4-9_11-13.xyz,46,34,12,r1_C11H16N2O5.xyz,r0_C4H8.xyz,2.331256439326227,2.7263630328516415,True
4936,TS_ts_guess_oT9gWA_template_4-19_6-13.xyz,43,23,20,r1_C9H10N2O2.xyz,r0_C7H10N2O.xyz,2.244471270076763,2.1237540288131296,True
4949,TS_ts_guess_EtxGsE_template_3-22_6-13.xyz,45,25,20,r0_C11H12O2.xyz,r1_C7H10N2O.xyz,2.690831751912408,2.291602383158998,True
4998,TS_aRVNCP_ll_ad_5-13_6-9.xyz,52,23,29,r0_C9H14.xyz,r1_C12H15NO.xyz,2.72887936974136,2.11044262487754,True
5074,TS_ts_guess_i6P1s9_template_4-5_6-14.xyz,47,24,23,r1_C8H10N2O4.xyz,r0_C9H14.xyz,2.165807256198021,3.0846215311768796,True
5114,TS_n2qloq_ll_ad_4-20_9-14.xyz,42,22,20,r1_C8H8N4O2.xyz,r0_C7H10N2O.xyz,2.199656526665015,2.6886403021043925,True
5155,TS_ts_guess_XbunjH_template_5-14_6-9.xyz,49,23,26,r0_C9H14.xyz,r1_C12H11NO2.xyz,2.794514147700813,2.1869305652672195,True
5190,TS_DoETTH_hl_ad_3-4_9-19.xyz,50,23,27,r0_C9H14.xyz,r1_C12H12O3.xyz,2.3406477879638365,2.63683402636571,True
5191,TS_ts_guess_mG21cl_template_3-16_5-15.xyz,50,27,23,r1_C12H12O3.xyz,r0_C9H14.xyz,2.6114558791601286,2.409600801398439,True
5235,TS_lum3SZ_ll_ad_5-9_17-24.xyz,46,20,26,r1_C7H10N2O.xyz,r0_C13H11NO.xyz,2.3863068358029733,2.5753189741466977,True
5272,TS_ts_guess_ATpjIB_template_4-9_10-11.xyz,47,41,6,r1_C18H18N2O3.xyz,r0_C2H4.xyz,2.4725651667246304,2.423355352027432,True
5429,TS_ts_guess_VjU1Dd_template_4-23_9-11.xyz,46,20,26,r1_C6H9N3O2.xyz,r0_C10H12O4.xyz,2.413088966863841,1.8506823348700339,True
5440,TS_ts_guess_Izk3os_template_4-23_10-11.xyz,46,20,26,r1_C6H9NO4.xyz,r0_C10H12O4.xyz,2.7267135194222365,2.3824095599413635,True
5461,TS_ts_guess_5-G2BB_template_4-24_6-15.xyz,49,29,20,r1_C8H14N4O3.xyz,r0_C7H10N2O.xyz,2.027122639876532,2.4914682042121266,True
5477,TS_6kGdaL_ll_ad_8-10_19-21.xyz,50,26,24,r0_C10H12O4.xyz,r1_C8H13NO2.xyz,2.585907693344834,1.9438902317260611,True
5502,TS_ts_guess_MjAdyk_template_5-6_16-23.xyz,52,23,29,r0_C9H14.xyz,r1_C12H12N2O3.xyz,1.9941182172830176,2.2876680892341,True
5515,TS_ts_guess_op9J7S_template_1-14_3-6.xyz,50,14,36,r0_C5H8O.xyz,r1_C19H15NO.xyz,2.2480195744032123,2.2421998876772786,True
5548,TS_ts_guess_zgoSxs_template_5-9_17-26.xyz,48,20,28,r0_C7H10N2O.xyz,r1_C15H11NO.xyz,2.269292323192409,2.6817353313666135,True
5554,TS_ts_guess_hrRQo3_template_5-6_14-23.xyz,52,23,29,r0_C9H14.xyz,r1_C11H12N2O4.xyz,2.4337896511818764,2.3805417115858316,True
5593,TS_ts_guess_Os4Lru_template_5-6_14-24.xyz,55,23,32,r0_C9H14.xyz,r1_C15H14N2O.xyz,2.151061396380866,2.1591490645159266,True
5594,TS_ts_guess_AODkia_template_5-6_17-24.xyz,55,23,32,r0_C9H14.xyz,r1_C15H14N2O.xyz,2.2694236417866103,2.03491089163629,True
5613,TS_ts_guess_sTNmSh_template_4-23_9-20.xyz,53,35,18,r1_C14H15NO5.xyz,r0_C6H12.xyz,2.7124069169097766,2.3718093155648075,True
5650,TS_ts_guess_RazWib_template_4-25_6-13.xyz,49,23,26,r0_C9H10N2O2.xyz,r1_C10H12O4.xyz,2.22466896631836,2.354320090599407,True
5668,TS_ts_guess_Gl1pNu_template_4-8_14-18.xyz,51,31,20,r1_C12H14N2O3.xyz,r0_C7H10N2O.xyz,2.5056210791937397,1.8415130779063176,True
5739,TS_ts_guess_KrPxiG_template_4-27_7-18.xyz,54,34,20,r1_C13H16N2O3.xyz,r0_C7H10N2O.xyz,2.410826313818563,2.6098734227736027,True
5743,TS_41ZZ9D_ll_ad_4-26_7-14.xyz,51,25,26,r0_C10H11NO3.xyz,r1_C10H12O4.xyz,2.377558148395113,2.334196297015313,True
5761,TS_eRPcPy_ll_ad_4-6_7-15.xyz,59,36,23,r1_C14H17NO4.xyz,r0_C9H14.xyz,2.1282862722152767,2.8774595636081495,True
5776,TS_ts_guess_JWROid_template_4-26_8-14.xyz,48,22,26,r0_C7H8N2O5.xyz,r1_C10H12O4.xyz,2.2018399063056333,2.530734444030033,True
5781,TS_ts_guess_UPujvj_template_4-27_10-18.xyz,52,32,20,r1_C10H14N2O6.xyz,r0_C7H10N2O.xyz,2.3588319177720147,2.3781656254769135,True
5839,TS_ts_guess_OBIsLH_template_3-17_4-9.xyz,60,23,37,r0_C9H14.xyz,r1_C18H16O3.xyz,2.2948597958481036,2.5646502941726776,True
5907,TS_ts_guess_IOEje3_template_4-28_9-17.xyz,58,32,26,r0_C13H15NO3.xyz,r1_C10H12O4.xyz,2.49012103304237,2.1669497775906112,True
5918,TS_ts_guess_VX0E7h_template_4-29_8-17.xyz,55,29,26,r0_C9H12N4O4.xyz,r1_C10H12O4.xyz,2.5965528556145356,2.3225495776409164,True
5969,TS_ts_guess_UCUfIe_template_4-35_12-23.xyz,67,41,26,r0_C18H18N2O3.xyz,r1_C10H12O4.xyz,2.5550312418833547,2.348322716280707,True
