reaction_id,verdict,failed_checks,warn_flags,dE_act_kcal,dE_rxn_kcal,max_abs_res_cons_kcal,max_abs_res_ref_kcal,offset_spread_kcal,recovered,level_ok,n_points,n_components_ok,dStrain_TS,dElst_TS,dPauli_TS,dOi_TS,dDisp_TS
Halogen_C4FH4NO_rxn13741,WARN,,recovered;sign_pauli;sign_oi,108.964355,31.223142,0.00261,0.002723,0.004239,True,True,3,3,71.19782,19.890826,-71.476411,89.238559,0.111931
Halogen_C4FH4NO_rxn13750,WARN,,recovered,71.650482,8.996189,0.003216,0.003812,0.003944,True,True,3,3,7.443298,-16.020521,113.371808,-33.184706,0.037386
Halogen_C4FH4NO_rxn13753,WARN,,recovered;sign_pauli;sign_oi,83.874379,12.151682,0.003906,0.002867,0.004516,True,True,3,3,14.737427,35.433967,-87.649531,121.435739,-0.087129
Halogen_C4FH4NO_rxn13759,WARN,,recovered;sign_pauli;sign_oi,121.323827,36.33466,0.003572,0.003933,0.004716,True,True,3,3,8.274896,31.004917,-206.01981,287.919265,0.140986
Halogen_C4FH4NO_rxn13761,WARN,,recovered;sign_pauli;sign_oi,81.006479,50.364254,0.004866,0.00414,0.00648,True,True,3,3,53.365313,52.717696,-139.663772,114.647052,-0.061423
Halogen_C4FH4NO_rxn13771,WARN,,recovered;sign_pauli;sign_oi,246.730919,116.215865,0.005939,0.006452,0.005939,True,True,3,3,19.630349,177.205882,-561.049441,612.083315,-1.133247
Halogen_C4FH4NO_rxn13777,WARN,,recovered;sign_pauli;sign_oi,161.825213,63.944709,0.006654,0.005649,0.008874,True,True,3,3,95.029998,11.856431,-4.646579,59.875695,-0.292551
Halogen_C4FH4NO_rxn13780,WARN,,recovered;sign_strain;sign_pauli;sign_oi,86.343628,36.483628,0.012831,0.014222,0.012831,True,True,3,3,-98.31189,146.590715,-461.721992,500.438569,-0.638942
Halogen_C4FH4NO_rxn13785,WARN,,recovered;sign_pauli;sign_oi,50.760311,34.090308,0.008758,0.007098,0.008758,True,True,3,3,0.141749,38.925395,-97.071223,108.841201,-0.068994
Halogen_C4FH4NS_rxn13796,WARN,,recovered;sign_oi,178.480437,86.224572,0.002874,0.001878,0.002874,True,True,3,3,103.337562,6.351218,59.664997,9.366697,-0.242912
Halogen_C4FH4NS_rxn13797,WARN,,recovered,109.085315,52.793542,0.005044,0.004873,0.005044,True,True,3,3,28.352314,-23.443149,132.025989,-27.540774,-0.304022
Halogen_C4FH4NS_rxn13805,WARN,,recovered;sign_pauli;sign_oi,106.014839,30.537232,0.013724,0.010615,0.013724,True,True,3,3,29.518769,119.104733,-427.244906,384.632208,-0.003967
Halogen_C4FH4N_rxn13724,FAIL,4,recovered;sign_pauli;sign_oi,124.402673,50.67702,0.827937,0.829992,0.828351,True,True,3,3,57.266996,60.187539,-190.840844,197.350347,-0.389302
Halogen_C4FH4N_rxn13725,WARN,,recovered;sign_pauli;sign_oi,170.003971,78.820844,0.001067,0.003932,0.001833,True,True,3,3,110.147068,115.74287,-430.146793,374.148358,0.111703
Halogen_C4FH4N_rxn13727,WARN,,recovered;sign_oi,201.223551,50.609581,0.003183,0.001912,0.003183,True,True,3,3,101.695714,21.569645,8.336974,70.026899,-0.408863
Halogen_C4FH4N_rxn13728,WARN,,recovered;sign_pauli;sign_oi,202.107349,102.261266,0.007037,0.004983,0.007037,True,True,3,3,87.842029,65.648231,-203.145546,251.878476,-0.108803
Halogen_C4FH4N_rxn13730,FAIL,4,recovered;sign_oi,236.326029,30.223069,10.44786,10.446589,10.44786,True,True,3,3,120.929485,21.670259,26.241507,57.504786,-0.467868
Halogen_C4FH5N2O_rxn13888,WARN,,recovered;sign_pauli;sign_oi,130.370702,21.706789,0.014676,0.008123,0.014676,True,True,3,3,61.920297,113.473885,-422.674591,377.601955,0.063831
Halogen_C4FH5N2O_rxn13912,WARN,,recovered;sign_oi,118.413484,82.945017,0.004278,0.005,0.00533,True,True,3,3,18.773788,30.78568,36.294622,32.954092,-0.390421
Halogen_C4FH5N2O_rxn14129,WARN,,recovered;sign_pauli;sign_oi,139.517667,78.855394,0.003821,0.00622,0.006588,True,True,3,3,83.437956,113.80625,-219.201492,161.398973,0.073213
Halogen_C4FH5N2O_rxn14131,WARN,,recovered;sign_pauli;sign_oi,142.99287,74.671936,0.007179,0.009229,0.012277,True,True,3,3,66.763434,36.581924,-29.867807,70.701592,-1.191372
Halogen_C4FH5N2O_rxn14207,WARN,,recovered;sign_pauli;sign_oi,215.230963,36.123491,0.007434,0.004562,0.007434,True,True,3,3,99.792764,47.5945,-103.62679,171.75411,-0.291055
Halogen_C4FH5N2O_rxn14222,FAIL,4,recovered;sign_pauli;sign_oi,145.988756,28.262131,8.403858,8.404689,8.413017,True,True,3,3,52.028547,122.145557,-227.830892,191.647529,-0.405842
Halogen_C4FH5N2O_rxn14272,WARN,,recovered;sign_pauli;sign_oi,65.491426,26.968057,0.004965,0.003806,0.006787,True,True,3,3,37.750252,10.117121,-8.71984,26.370093,-0.021235
Halogen_C4FH5N2S_rxn14298,FAIL,4,recovered,111.897905,21.572762,1.69061,1.690154,1.69061,True,True,3,3,80.869376,-30.521204,104.524885,-44.138385,-0.527377
Halogen_C4FH5N2S_rxn14371,WARN,,recovered;sign_pauli;sign_oi,100.864196,22.570499,0.003838,0.004451,0.003838,True,True,3,3,37.211507,101.835943,-370.999303,332.715339,0.10199
Halogen_C4FH5N2S_rxn14430,FAIL,4,recovered,138.248798,28.712559,0.574887,0.574707,0.574887,True,True,3,3,74.367028,8.553849,98.556085,-43.680096,-0.122956
Halogen_C4FH5N2S_rxn14431,WARN,,recovered;sign_strain;sign_pauli;sign_oi,140.707933,67.900902,0.019657,0.015864,0.019657,True,True,3,3,-138.517374,398.773518,-886.604307,767.260293,-0.186285
Halogen_C4FH5N2_rxn13840,WARN,,recovered;sign_strain;sign_pauli;sign_oi;dist_outlier:strain;dist_outlier:oi,133.576191,71.662372,0.00294,0.001729,0.00294,True,True,3,3,-597.082663,427.020325,-968.281118,1272.240415,-0.322014
Halogen_C4FH5N2_rxn13843,WARN,,recovered;sign_strain;sign_pauli;sign_oi;dist_outlier:elst,153.451597,83.061931,0.018995,0.014048,0.018995,True,True,3,3,-64.03057,485.661203,-1140.151249,872.455971,-0.471115
Halogen_C4FH5N2_rxn13847,WARN,,recovered;sign_pauli;sign_oi,215.170714,69.34684,0.013934,0.014439,0.013934,True,True,3,3,26.574823,151.704826,-683.109615,720.138802,-0.124187
Halogen_C4FH5N2_rxn13848,WARN,,recovered;sign_pauli;sign_oi,119.877255,60.794715,0.004337,0.003795,0.004337,True,True,3,3,93.950726,23.341667,-50.855235,53.417746,0.018014
Halogen_C4FH5N2_rxn13852,WARN,,recovered;sign_strain;sign_pauli;sign_oi;dist_outlier:strain;dist_outlier:oi,87.834162,80.712828,0.013504,0.010815,0.013504,True,True,3,3,-505.097996,440.195461,-1026.839952,1179.779651,-0.189498
Halogen_C4FH5N2_rxn13853,WARN,,recovered;sign_pauli;sign_oi,202.586483,46.178608,0.004313,0.003497,0.004313,True,True,3,3,107.002196,35.853965,-59.981235,120.175837,-0.46667
Halogen_C4FH5N2_rxn13864,WARN,,recovered;sign_strain;sign_pauli;sign_oi,90.41295,45.753904,0.006249,0.0049,0.006249,True,True,3,3,-95.481541,135.931675,-436.001818,486.746441,-0.788056
Halogen_C5ClH4NO_rxn14518,WARN,,recovered;sign_pauli;sign_oi,196.438878,12.420089,0.004837,0.003788,0.004837,True,True,3,3,98.945365,22.729376,-0.554509,75.595797,-0.281989
Halogen_C5ClH4NO_rxn14543,FAIL,4,recovered,77.336345,62.153025,2.454871,2.45376,2.454871,True,True,3,3,35.824565,0.83905,75.596709,-35.790687,-0.168861
Halogen_C5ClH4NO_rxn14583,WARN,,recovered;sign_pauli;sign_oi,159.678987,41.658064,0.014756,0.016826,0.014756,True,True,3,3,65.593557,248.833749,-731.873171,576.958456,0.181152
Halogen_C5ClH5N2_rxn14670,WARN,,recovered;sign_pauli;sign_oi,85.09492,32.874328,0.004996,0.003095,0.004996,True,True,3,3,37.545695,10.204507,-8.141453,46.413235,-0.929046
Halogen_C5ClH5N2_rxn14787,WARN,,recovered;sign_strain;sign_pauli;sign_oi,108.568497,48.782169,0.020811,0.016264,0.020811,True,True,3,3,-103.690663,222.001161,-463.456052,452.59657,1.10131
Halogen_C5ClH5O_rxn14867,WARN,,recovered,141.822924,106.583687,0.0053,0.002866,0.0053,True,True,3,3,66.79865,-4.482406,107.743847,-28.193589,-0.038278
Halogen_C5ClH5O_rxn14870,WARN,,recovered;sign_strain;sign_pauli;sign_oi,134.354527,66.770059,0.015659,0.011181,0.015659,True,True,3,3,-54.875663,425.597542,-1011.648019,775.695723,-0.414402
Halogen_C5ClH5S_rxn14877,WARN,,recovered;sign_strain;sign_oi,103.827965,48.393633,0.009915,0.008119,0.009915,True,True,3,3,-9.930525,-1.681879,69.566529,46.176969,-0.313043
Halogen_C5ClH6NO_rxn15047,WARN,,recovered;sign_strain;sign_pauli;sign_oi,68.119579,38.396305,0.011596,0.012458,0.011596,True,True,3,3,-117.239756,110.466446,-289.071668,365.516203,-1.563242
Halogen_C5ClH6NO_rxn15124,FAIL,1,recovered,119.07943,72.356076,,0.009903,0.009585,True,True,3,2,,,,,
Halogen_C5ClH6NO_rxn15143,WARN,,recovered,96.452704,22.863283,0.007427,0.006789,0.007427,True,True,3,3,58.607986,-22.267224,129.016817,-68.700427,-0.197021
Halogen_C5ClH6NO_rxn15200,FAIL,1,recovered,155.668175,64.272404,,,,True,True,3,0,,,,,
Halogen_C5ClH6NS_rxn15438.json,FAIL,1,recovered,,,,,,True,True,0,0,,,,,
Halogen_C5ClH6NS_rxn15460,WARN,,recovered;sign_pauli;sign_oi,103.20289,30.944177,0.040672,0.033575,0.040672,True,True,3,3,43.350761,78.398575,-145.361867,126.260218,0.595875
Halogen_C5ClH6NS_rxn15499,WARN,,recovered;sign_strain;sign_pauli;sign_oi,99.527584,51.59649,0.023724,0.01868,0.023724,True,True,3,3,-56.006816,277.01063,-646.036308,524.427191,0.129903
Halogen_C5ClH6NS_rxn15543,WARN,,recovered;sign_pauli;sign_oi,119.611539,73.094815,0.004153,0.002278,0.004153,True,True,3,3,80.877155,4.958138,-17.845433,52.109078,-0.483246
Halogen_C5ClH6N_rxn14879,WARN,,recovered,131.273366,55.298071,0.001807,0.003513,0.001807,True,True,3,3,53.590492,-57.232355,351.749025,-217.038459,0.202855
Halogen_C5ClH6N_rxn14885,WARN,,recovered;sign_strain;sign_oi,93.005117,23.410964,0.003628,0.003741,0.003894,True,True,3,3,-10.669407,4.485,56.684936,42.782596,-0.277743
Halogen_C5ClH6N_rxn14892,WARN,,recovered;sign_pauli;sign_oi,216.973499,80.36373,0.010276,0.006407,0.010276,True,True,3,3,115.686343,53.911209,-1.98404,49.062348,0.307917
Halogen_C5ClH6N_rxn14897,WARN,,recovered;sign_strain;sign_pauli;sign_oi,95.254578,47.240823,0.00485,0.003118,0.00485,True,True,3,3,-107.278933,120.513517,-322.825644,405.897974,-1.047487
Halogen_C5ClH6N_rxn14899,WARN,,recovered;sign_strain;sign_oi,90.19411,21.420565,0.005483,0.00615,0.010377,True,True,3,3,-12.584314,5.58707,45.195346,52.360453,-0.35955
Halogen_C5ClH6N_rxn14900,WARN,,recovered,115.075394,46.048822,0.004075,0.003533,0.006352,True,True,3,3,28.622321,-28.415389,132.015038,-16.57578,-0.568518
Halogen_C5ClH6N_rxn14902,WARN,,recovered;sign_oi,102.658937,46.514662,0.003539,0.005612,0.003539,True,True,3,3,23.747277,-2.505729,15.624577,65.792257,0.004093
Halogen_C5ClH6N_rxn14903,WARN,,recovered,126.100093,20.375499,0.003398,0.006551,0.006485,True,True,3,3,63.306719,-8.961507,146.461219,-75.016359,0.306622
Halogen_C5ClH7N2_rxn15857,WARN,,recovered;sign_pauli;sign_oi,123.385722,44.707655,0.003609,0.003435,0.005199,True,True,3,3,76.520999,5.244952,-6.070578,47.711171,-0.024431
Halogen_C5FH2NS_rxn15999,WARN,,recovered;sign_strain;sign_pauli;sign_oi;dist_outlier:strain,118.241496,108.093362,0.010097,0.006982,0.010097,True,True,3,3,-478.952602,235.421552,-677.304916,1038.965565,0.105669
Halogen_C5FH4NO_rxn16078,WARN,,recovered;sign_strain;sign_pauli;sign_oi,233.942602,134.727562,0.023461,0.018912,0.026216,True,True,3,3,-21.599276,386.150964,-879.746198,748.238506,0.922066
Halogen_C5FH4NO_rxn16079,FAIL,4,recovered;sign_pauli;sign_oi,208.08773,105.383325,11.705331,11.704939,11.705331,True,True,3,3,127.133065,46.527124,-130.88174,153.569161,0.034789
Halogen_C5FH4NS_rxn16163,FAIL,4,recovered,149.832673,95.600042,12.971242,12.972954,12.971242,True,True,3,3,77.061279,-8.61992,114.948743,-41.297127,-0.393745
Halogen_C5FH4NS_rxn16164,WARN,,recovered,107.476797,62.749769,0.004336,0.002624,0.004336,True,True,3,3,74.916892,-5.467693,77.857,-40.079454,0.252754
Halogen_C5FH5N2_rxn16227,WARN,,recovered;sign_pauli;sign_oi,181.247849,67.236493,0.012456,0.00793,0.012456,True,True,3,3,25.483322,322.657006,-1015.04703,847.979581,0.187427
Halogen_C5FH5O_rxn16435,FAIL,4,recovered;sign_oi,83.518786,15.88121,1.085751,1.085515,1.086286,True,True,3,3,0.801402,4.44133,52.191873,25.216613,-0.218183
Halogen_C5FH5S_rxn16440,WARN,,recovered;sign_strain;sign_oi,105.191101,49.128198,0.085689,0.085637,0.086167,True,True,3,3,-9.550999,-0.537693,66.339114,49.131273,-0.276284
Halogen_C5FH5S_rxn16443,FAIL,3,recovered;sign_strain;sign_pauli;sign_oi,142.431221,142.889936,0.005858,0.009981,0.009195,True,True,3,3,-103.20385,447.683879,-967.522977,765.379204,0.098302
Halogen_C5FH6NO_rxn16578,FAIL,4,recovered,182.460131,63.061412,64.775759,64.778902,64.781321,True,True,3,3,46.461026,-5.605224,125.861245,-48.810461,-0.222213
Halogen_C5FH6NO_rxn16696,WARN,,recovered;sign_pauli;sign_oi,132.218402,18.838154,0.020996,0.014226,0.020996,True,True,3,3,74.668908,79.084422,-164.368328,142.643088,0.169315
Halogen_C5FH6NO_rxn16733,WARN,,recovered,87.276175,16.402501,0.004436,0.005714,0.004436,True,True,3,3,48.743693,-14.466147,99.457968,-46.294771,-0.160132
Halogen_C5FH6NO_rxn16741,WARN,,recovered;sign_oi,98.448028,89.419796,0.004722,0.00247,0.004722,True,True,3,3,8.729838,-11.979765,97.219476,5.061892,-0.588135
Halogen_C5FH6NO_rxn16768,FAIL,4,recovered;sign_oi,232.930665,64.037465,1.426983,1.427229,1.426983,True,True,3,3,98.379714,14.752895,41.221815,77.387781,-0.238523
Halogen_C5FH6NO_rxn16807,WARN,,recovered;sign_oi,218.310592,39.713255,0.060238,0.057636,0.060238,True,True,3,3,97.617872,18.113763,24.003263,78.783033,-0.267577
Halogen_C5FH6NS_rxn16947,WARN,,recovered,150.571727,30.147618,0.008451,0.00423,0.008451,True,True,3,3,92.602355,-10.535548,105.271198,-36.290284,-0.468319
Halogen_C5FH6NS_rxn16994,FAIL,1,recovered,122.487589,44.516053,0.007006,0.004101,0.007006,True,True,3,2,,,,,
Halogen_C5FH6N_rxn16450,WARN,,recovered;sign_strain;sign_oi,93.853839,24.356452,0.001671,0.000933,0.001671,True,True,3,3,-10.565991,4.42842,57.156221,43.114045,-0.277911
Halogen_C5FH6N_rxn16456,FAIL,1,recovered,168.514079,115.48661,,,,True,True,3,0,,,,,
Halogen_C5FH6N_rxn16463,WARN,,recovered;sign_oi,140.460539,42.142871,0.003259,0.002444,0.003995,True,True,3,3,37.581684,14.529885,44.022888,44.603738,-0.27692
Halogen_C5FH6N_rxn16471,WARN,,recovered;sign_strain;sign_pauli;sign_oi,93.802807,46.162148,0.006551,0.003476,0.006551,True,True,3,3,-107.974144,120.132762,-326.805022,409.562565,-1.106804
Halogen_C5FH7N2_rxn17118,WARN,,recovered;sign_strain;sign_pauli;sign_oi,66.669681,42.399755,0.006138,0.005449,0.008645,True,True,3,3,-110.690716,114.866269,-301.076176,365.199227,-1.63143
Halogen_C5FH7N2_rxn17195,FAIL,1,recovered,187.905662,104.557166,,50.981812,50.983192,True,True,3,2,,,,,
Halogen_C5FH7N2_rxn17197,WARN,,recovered,120.875745,19.621777,0.003034,0.004153,0.005775,True,True,3,3,79.193318,-18.358294,144.561077,-84.4588,-0.064297
Halogen_C5FH7N2_rxn17256,FAIL,4,recovered;sign_pauli;sign_oi,101.782584,4.294493,1.424594,1.427838,1.430686,True,True,3,3,14.377166,35.065494,-101.127543,152.555198,-0.512325
Halogen_C5FH7N2_rxn17344,WARN,,recovered;sign_pauli;sign_oi,182.418864,118.67815,0.013609,0.010513,0.013609,True,True,3,3,7.214586,207.693349,-627.458437,593.624667,1.349003
Halogen_C6ClH6N_rxn17710,WARN,,recovered,113.759932,86.951038,0.006127,0.003972,0.006127,True,True,3,3,75.479686,-6.940668,91.895836,-46.769392,0.100597
Halogen_C6ClH6N_rxn17915,WARN,,recovered;sign_pauli;sign_oi,174.467771,28.850829,0.001664,0.002317,0.001664,True,True,3,3,71.137913,34.33841,-18.093127,87.511424,-0.428511
Halogen_C6ClH7O_rxn17957,FAIL,4,recovered;sign_pauli;sign_oi,280.572895,61.0728,4.92045,4.933528,4.929799,True,True,3,3,138.073732,102.48783,-111.344076,146.677644,-0.242685
Halogen_C6ClH7O_rxn17966,WARN,,recovered;sign_strain;sign_pauli;sign_oi,194.396331,93.898461,0.005223,0.009022,0.009131,True,True,3,3,-149.658914,284.689903,-605.369034,665.171648,-0.442495
Halogen_C6ClH7O_rxn17978,WARN,,recovered,88.073098,28.215955,0.003433,0.003448,0.003433,True,True,3,3,37.580976,-27.30282,145.638179,-67.873701,0.027203
Halogen_C6ClH7O_rxn17990,WARN,,recovered,111.189906,30.265498,0.00875,0.007444,0.00875,True,True,3,3,52.311995,-46.450013,215.546296,-110.146745,-0.062877
Halogen_C6ClH7O_rxn18012,FAIL,4,recovered;sign_strain;sign_pauli;sign_oi,118.443539,28.339538,3.211049,3.208578,3.211049,True,True,3,3,-6.222923,19.875408,-4.98775,107.297231,-0.729476
Halogen_C6ClH7S_rxn18085,WARN,,recovered;sign_strain;sign_pauli;sign_oi,142.541963,90.444019,0.019162,0.016199,0.019162,True,True,3,3,-79.887142,172.680673,-659.940616,710.167592,-0.497705
Halogen_C6ClH7S_rxn18093,WARN,,recovered;sign_pauli;sign_oi,152.380573,47.928809,0.034984,0.027869,0.034984,True,True,3,3,64.381548,68.104108,-52.444038,72.968651,-0.66468
Halogen_C6ClH7S_rxn18097,FAIL,1,recovered,176.270636,113.6475,,,,True,True,3,0,,,,,
Halogen_C6ClH8N_rxn18172,WARN,,recovered;sign_pauli;sign_oi,131.693249,83.053948,0.086935,0.089237,0.086935,True,True,3,3,27.631084,43.935561,-6.834614,67.375013,-0.500729
Halogen_C6ClH8N_rxn18251,WARN,,recovered;sign_oi,93.315446,77.181499,0.009412,0.014294,0.014181,True,True,3,3,13.685977,6.014985,11.604964,62.538824,-0.519892
Halogen_C6ClH8N_rxn18276,WARN,,recovered;sign_pauli;sign_oi,219.799595,78.502692,0.005405,0.00412,0.006611,True,True,3,3,128.692124,68.295095,-59.656559,82.324351,0.139178
Halogen_C6F2H4_rxn18283,WARN,,recovered;sign_pauli;sign_oi,190.862283,34.648569,0.002355,0.003938,0.003199,True,True,3,3,97.648046,27.437909,-3.837318,70.094137,-0.479648
Halogen_C6FH4N_rxn18353,FAIL,4,recovered,187.442847,33.290156,4.20544,4.204552,4.20544,True,True,3,3,108.504868,-2.625091,114.795219,-37.480957,0.043368
Halogen_C6FH6N_rxn18523,WARN,,recovered;sign_strain;sign_pauli;sign_oi;dist_outlier:strain,109.408907,72.998317,0.024032,0.026739,0.024032,True,True,3,3,-437.018269,256.66292,-705.636655,995.600878,-0.177144
Halogen_C6FH6N_rxn18711,WARN,,recovered;sign_strain;sign_oi,91.539636,33.079498,0.00644,0.004107,0.00644,True,True,3,3,-9.031593,2.31799,63.453881,35.090298,-0.2845
Halogen_C6FH7O_rxn18776,WARN,,recovered;sign_oi,125.559317,28.137731,0.007617,0.004068,0.007617,True,True,3,3,31.662049,21.508472,62.088478,10.22927,0.072379
Halogen_C6FH7S_rxn18845,WARN,,recovered,83.224383,42.617343,0.005699,0.005292,0.010322,True,True,3,3,20.210186,-32.690446,177.542748,-81.763137,-0.06927
Halogen_C6FH7S_rxn18898,WARN,,recovered;sign_pauli;sign_oi,106.134749,32.893584,0.015969,0.008367,0.015969,True,True,3,3,47.659559,103.041319,-249.037019,204.376611,0.110248
Halogen_C6FH8N_rxn18964,WARN,,recovered;sign_strain;sign_pauli;sign_oi,118.514985,79.733999,0.002736,0.002449,0.002736,True,True,3,3,-113.448641,112.627784,-491.041393,611.624773,-1.246064
T1x_C2H2N2O_rxn00005,WARN,,recovered;sign_strain,58.09925,25.573133,0.003078,0.004521,0.004773,True,True,3,3,-6.35482,-28.716201,184.142593,-91.086998,0.112979
T1x_C2H2N2O_rxn00012,WARN,,recovered;sign_pauli;sign_oi,213.960252,-15.421557,0.004356,0.004088,0.004356,True,True,3,3,85.485791,317.699495,-963.733884,774.011145,0.497532
T1x_C2H3N3_rxn00036,WARN,,recovered;sign_strain;sign_pauli;sign_oi,78.010237,64.080823,0.011173,0.013062,0.011173,True,True,3,3,-107.716816,331.506174,-746.723526,601.288623,-0.335085
T1x_C2H5NO2_rxn00255,WARN,,recovered;sign_strain;sign_pauli;sign_oi,84.790862,18.205804,0.002554,0.003152,0.002554,True,True,3,3,-91.269268,157.682684,-377.817751,396.061657,0.130986
T1x_C3H3N3O_rxn00355,WARN,,recovered,109.628354,41.407803,0.018732,0.012458,0.018732,True,True,3,3,104.661986,-130.192268,353.363625,-217.321662,-0.90206
T1x_C3H3N3O_rxn00357,WARN,,recovered,77.537531,57.65195,0.018652,0.012378,0.018652,True,True,3,3,35.025303,-56.657843,153.183388,-53.274476,-0.757493
T1x_C3H3N3O_rxn00358,WARN,,recovered,59.845269,41.896808,0.022156,0.015882,0.022156,True,True,3,3,69.509802,-32.76442,85.45632,-61.409766,-0.956337
T1x_C3H3N3O_rxn00359,WARN,,recovered,112.860457,74.899627,0.003507,0.007597,0.004829,True,True,3,3,67.551725,-127.148842,360.452511,-187.13719,-0.856424
T1x_C3H3N3O_rxn00363,WARN,,recovered,91.889984,80.528853,0.001083,0.007358,0.001083,True,True,3,3,79.980925,-30.212141,83.166932,-40.519827,-0.52482
T1x_C3H3N3O_rxn00364,WARN,,recovered;sign_pauli;sign_oi,168.578746,80.055288,0.009294,0.007445,0.009294,True,True,3,3,28.578009,298.421485,-831.533976,672.913715,0.208807
T1x_C3H3NO2_rxn00420,FAIL,1,recovered,70.689979,36.43646,,,,True,True,3,0,,,,,
T1x_C3H3NO2_rxn00448,WARN,,recovered;sign_strain;sign_pauli;sign_oi,53.510656,43.216533,0.004228,0.003211,0.004228,True,True,3,3,-52.969989,314.806515,-870.251423,662.084972,-0.155191
T1x_C3H3NO_rxn00389,WARN,,recovered,202.036149,97.286733,0.057341,0.056735,0.057341,True,True,3,3,154.29779,-22.217974,194.075942,-124.203956,0.027007
T1x_C3H4N2O_rxn00566,FAIL,3,recovered,77.5929,78.711726,0.003306,0.002691,0.003306,True,True,3,3,11.957078,-13.689788,94.901837,-15.648489,0.075088
T1x_C3H4N2O_rxn00580,WARN,,recovered;sign_strain;sign_pauli;sign_oi,47.745943,29.735751,0.007072,0.005409,0.009124,True,True,3,3,-147.414341,174.235259,-487.37221,509.242679,-0.943392
T1x_C3H4N2O_rxn00591,WARN,,recovered;sign_strain,54.441289,1.285939,0.003021,0.001605,0.003021,True,True,3,3,-29.171998,-13.553798,140.085221,-42.942834,0.025686
T1x_C3H4N2_rxn00481,FAIL,4,recovered,109.474186,34.35602,0.627118,0.627704,0.628202,True,True,3,3,51.525309,-5.383805,69.405123,-6.529293,-0.170266
T1x_C3H4N2_rxn00482,WARN,,recovered,65.13421,54.625976,0.002775,0.003819,0.002775,True,True,3,3,32.726772,-39.432176,205.390275,-133.263459,-0.284428
T1x_C3H4N2_rxn00483,WARN,,recovered,76.484829,19.585632,0.007487,0.006901,0.007924,True,True,3,3,37.966471,-13.211834,129.408188,-77.477933,-0.192576
T1x_C3H4N2_rxn00486,WARN,,recovered,89.799469,81.820601,0.00167,0.002338,0.002154,True,True,3,3,20.915695,-36.525233,178.919903,-73.278259,-0.234308
T1x_C3H4O2_rxn00734,WARN,,recovered,64.370698,20.548081,0.006409,0.006216,0.009027,True,True,3,3,10.249983,-17.953309,89.633802,-17.396792,-0.156577
T1x_C3H4O2_rxn00735,WARN,,recovered;sign_oi,99.655823,56.75776,0.006672,0.003676,0.006672,True,True,3,3,57.678351,-3.540008,40.062356,5.94016,-0.478364
T1x_C3H4O2_rxn00737,WARN,,recovered,64.361712,58.482795,0.000827,0.001021,0.001156,True,True,3,3,22.787964,-37.523882,180.658708,-101.398204,-0.162546
T1x_C3H4O2_rxn00744,WARN,,recovered;sign_pauli;sign_oi,63.818731,33.408743,0.001862,0.001336,0.001862,True,True,3,3,4.294112,16.976026,-2.590026,45.180998,-0.043128
T1x_C3H4O2_rxn00746,WARN,,recovered,64.31983,10.52371,0.00677,0.00611,0.00677,True,True,3,3,4.416245,-20.961097,113.596471,-32.489396,-0.246333
T1x_C3H4O2_rxn00749,FAIL,1,recovered,75.906206,25.031131,,,,True,True,3,0,,,,,
T1x_C3H4O2_rxn00750,WARN,,recovered;sign_strain;sign_pauli;sign_oi,86.368888,36.516743,0.016776,0.014231,0.016776,True,True,3,3,-17.665791,307.883068,-887.790685,684.470229,-0.511158
T1x_C3H4O2_rxn00752,FAIL,1,recovered,49.248405,30.65565,,,,True,True,3,0,,,,,
T1x_C3H4O2_rxn00756,WARN,,recovered;sign_strain;sign_pauli;sign_oi,77.260867,11.442981,0.020293,0.014231,0.020293,True,True,3,3,-12.329259,318.997742,-924.443756,695.573398,-0.516966
T1x_C3H4O3_rxn00797,WARN,,recovered;sign_strain;sign_pauli;sign_oi,78.813191,40.532608,0.012186,0.012037,0.016725,True,True,3,3,-88.64026,269.303282,-673.597299,572.096452,-0.353522
T1x_C3H4O3_rxn00802,WARN,,recovered,111.172991,82.657912,0.003756,0.003242,0.003756,True,True,3,3,68.877672,1.123126,66.08034,-24.610542,-0.294852
T1x_C3H5N3_rxn00872,WARN,,recovered;sign_strain;sign_pauli;sign_oi,53.313064,39.739666,0.007435,0.004829,0.007435,True,True,3,3,-158.155841,110.664283,-443.495748,545.314701,-1.006895
T1x_C3H5N3_rxn00903,WARN,,recovered;sign_strain;sign_pauli;sign_oi;dist_outlier:elst,72.012469,63.505616,0.02544,0.01725,0.02544,True,True,3,3,-107.327919,459.317206,-1109.335947,829.602151,-0.260802
T1x_C3H5NO2_rxn01106,WARN,,recovered;sign_strain;sign_pauli;sign_oi,84.087848,-3.668745,0.021709,0.014561,0.021709,True,True,3,3,-0.281266,330.97559,-913.944501,667.948957,-0.589223
T1x_C3H5NO2_rxn01187,WARN,,recovered;sign_strain;sign_pauli;sign_oi,87.016676,0.766715,0.006438,0.008635,0.006438,True,True,3,3,-172.60931,375.279668,-870.79571,754.940942,0.206748
T1x_C3H5NO_rxn01034,WARN,,recovered,102.722568,34.070212,0.00707,0.006518,0.00707,True,True,3,3,13.83572,-31.584327,169.698568,-49.126381,-0.108081
T1x_C3H5NO_rxn01041,WARN,,recovered;sign_strain;sign_pauli;sign_oi,69.044216,-8.349589,0.014355,0.011109,0.014355,True,True,3,3,-23.061818,145.121763,-574.456072,521.240528,0.18546
